epoch,utc_time,stage,base_compaction_bps,base_compaction_cost_ms,base_compaction_bytes,cumulative_compaction_bytes,base_compaction_deltas,cumulative_compaction_deltas,compaction_mem_bytes,cumulative_compaction_bps,cumulative_compaction_cost_ms,running_base,running_cumulative,wait_base,wait_cumulative,tablet_base_max_score,tablet_cumulative_max_score,process_mem_bytes,disk_read_bytes,disk_write_bytes,disk_io_time_ms,disk_avail_bytes,disk_data_used_bytes,max_disk_io_util_percent,rowset_count,cpu_idle,cpu_iowait,cpu_user,cpu_system,cpu_nice,cpu_irq,cpu_soft_irq,cpu_steal
1787905295.465149,2026-08-28T08:21:35+00:00,http_log_5m_x7,2426267.0,1816.0,16926925.0,2996158.0,39.0,5.0,44100216.0,1001724.0,1991.0,0.0,1.0,0.0,0.0,12.0,28.0,327447744.0,2643147264.0,1250336768.0,33407.0,48634007552.0,7341493.0,0.0,184.0,4874183.0,3370.0,64911.0,21604.0,0.0,0.0,1519.0,0.0
1787905296.47023,2026-08-28T08:21:36+00:00,http_log_5m_x7,2426267.0,1816.0,16926925.0,5955065.0,39.0,10.0,44100216.0,1004040.0,1947.0,0.0,0.0,0.0,0.0,12.0,28.0,327447744.0,2643147264.0,1250336768.0,33407.0,48634007552.0,7341493.0,0.0,184.0,4874183.0,3370.0,64911.0,21604.0,0.0,0.0,1519.0,0.0
1787905297.4746041,2026-08-28T08:21:37+00:00,http_log_5m_x7,2426267.0,1816.0,16926925.0,5955065.0,39.0,10.0,44100216.0,1004040.0,1947.0,0.0,0.0,0.0,0.0,12.0,28.0,327447744.0,2643147264.0,1250336768.0,33407.0,48634007552.0,7341493.0,0.0,184.0,4874183.0,3370.0,64911.0,21604.0,0.0,0.0,1519.0,0.0
1787905298.475852,2026-08-28T08:21:38+00:00,http_log_5m_x7,2426267.0,1816.0,16926925.0,5955065.0,39.0,10.0,44100216.0,1004040.0,1947.0,0.0,0.0,0.0,0.0,12.0,28.0,327447744.0,2643147264.0,1250336768.0,33407.0,48634007552.0,7341493.0,0.0,184.0,4874183.0,3370.0,64911.0,21604.0,0.0,0.0,1519.0,0.0
1787905299.480921,2026-08-28T08:21:39+00:00,http_log_5m_x7,2426267.0,1816.0,16926925.0,5955065.0,39.0,10.0,44100216.0,1004040.0,1947.0,0.0,1.0,0.0,0.0,12.0,30.0,327447744.0,2643147264.0,1250336768.0,33407.0,48634007552.0,7341493.0,0.0,184.0,4874183.0,3370.0,64911.0,21604.0,0.0,0.0,1519.0,0.0
1787905300.48603,2026-08-28T08:21:40+00:00,http_log_5m_x7,2426267.0,1816.0,16926925.0,5955065.0,39.0,10.0,44100216.0,1004040.0,1947.0,0.0,1.0,0.0,0.0,12.0,30.0,327447744.0,2643147264.0,1250336768.0,33407.0,48634007552.0,7341493.0,0.0,184.0,4874183.0,3370.0,64911.0,21604.0,0.0,0.0,1519.0,0.0
1787905301.487534,2026-08-28T08:21:41+00:00,http_log_5m_x7,2426267.0,1816.0,16926925.0,8980263.0,39.0,15.0,44100216.0,1013127.0,1986.0,0.0,0.0,0.0,0.0,12.0,30.0,327447744.0,2643147264.0,1250336768.0,33407.0,48634007552.0,7341493.0,0.0,184.0,4874183.0,3370.0,64911.0,21604.0,0.0,0.0,1519.0,0.0
1787905302.4895658,2026-08-28T08:21:42+00:00,http_log_5m_x7,2426267.0,1816.0,16926925.0,8980263.0,39.0,15.0,44100216.0,1013127.0,1986.0,0.0,0.0,0.0,0.0,12.0,30.0,327447744.0,2643147264.0,1250336768.0,33407.0,48634007552.0,7341493.0,0.0,184.0,4874183.0,3370.0,64911.0,21604.0,0.0,0.0,1519.0,0.0
1787905303.494666,2026-08-28T08:21:43+00:00,http_log_5m_x7,2426267.0,1816.0,16926925.0,8980263.0,39.0,15.0,44100216.0,1013127.0,1986.0,0.0,0.0,0.0,0.0,12.0,30.0,327447744.0,2643147264.0,1250336768.0,33407.0,48634007552.0,7341493.0,0.0,184.0,4874183.0,3370.0,64911.0,21604.0,0.0,0.0,1519.0,0.0
1787905304.4997299,2026-08-28T08:21:44+00:00,http_log_5m_x7,2426267.0,1816.0,16926925.0,8980263.0,39.0,15.0,44100216.0,1013127.0,1986.0,0.0,1.0,0.0,0.0,12.0,32.0,327447744.0,2643147264.0,1250336768.0,33407.0,48634007552.0,7341493.0,0.0,184.0,4874183.0,3370.0,64911.0,21604.0,0.0,0.0,1519.0,0.0
1787905305.504799,2026-08-28T08:21:45+00:00,http_log_5m_x7,2426267.0,1816.0,16926925.0,8980263.0,39.0,15.0,40807208.0,1013127.0,1986.0,0.0,1.0,0.0,0.0,12.0,32.0,326242832.0,2643147264.0,1282748416.0,33505.0,48634007552.0,7341493.0,0.0,202.0,4884897.0,3380.0,66125.0,21647.0,0.0,0.0,1535.0,0.0
1787905306.507864,2026-08-28T08:21:46+00:00,http_log_5m_x7,2426267.0,1816.0,16926925.0,11976153.0,39.0,20.0,40807208.0,981937.0,2051.0,0.0,0.0,0.0,0.0,12.0,32.0,326242832.0,2643147264.0,1282748416.0,33505.0,48634007552.0,7341493.0,0.0,202.0,4884897.0,3380.0,66125.0,21647.0,0.0,0.0,1535.0,0.0
