epoch,utc_time,stage,total_versions,max_versions,total_rowsets,max_rowsets,total_segments,max_segments,data_size,num_rows
1787905407.924938,2026-08-28T08:23:27+00:00,http_log_5m_x7,15.0,9.0,15.0,9.0,9.0,9.0,119326823.0,4216.0
1787905412.93599,2026-08-28T08:23:32+00:00,http_log_5m_x7,16.0,10.0,16.0,10.0,10.0,10.0,123235517.0,4371.0
1787905417.95385,2026-08-28T08:23:37+00:00,http_log_5m_x7,17.0,11.0,17.0,11.0,11.0,11.0,128111187.0,4526.0
1787905422.9747572,2026-08-28T08:23:43+00:00,http_log_5m_x7,18.0,12.0,18.0,12.0,12.0,12.0,132090416.0,4681.0
1787905428.000263,2026-08-28T08:23:48+00:00,http_log_5m_x7,19.0,13.0,19.0,13.0,13.0,13.0,137046147.0,4836.0
1787905433.021815,2026-08-28T08:23:53+00:00,http_log_5m_x7,16.0,10.0,16.0,10.0,10.0,10.0,140989960.0,4991.0
1787905438.044288,2026-08-28T08:23:58+00:00,http_log_5m_x7,16.0,10.0,16.0,10.0,10.0,10.0,144727771.0,5146.0
1787905443.0664132,2026-08-28T08:24:03+00:00,http_log_5m_x7,13.0,7.0,13.0,7.0,7.0,7.0,148795172.0,5301.0
1787905448.090014,2026-08-28T08:24:08+00:00,http_log_5m_x7,14.0,8.0,14.0,8.0,8.0,8.0,153943543.0,5456.0
1787905453.111326,2026-08-28T08:24:13+00:00,http_log_5m_x7,15.0,9.0,15.0,9.0,9.0,9.0,158234531.0,5611.0
1787905458.1322,2026-08-28T08:24:18+00:00,http_log_5m_x7,16.0,10.0,16.0,10.0,10.0,10.0,162190583.0,5766.0
1787905463.1537762,2026-08-28T08:24:23+00:00,http_log_5m_x7,17.0,11.0,17.0,11.0,11.0,11.0,167054458.0,5921.0
1787905468.176665,2026-08-28T08:24:28+00:00,http_log_5m_x7,14.0,8.0,14.0,8.0,8.0,8.0,170405366.0,6076.0
1787905473.197012,2026-08-28T08:24:33+00:00,http_log_5m_x7,15.0,9.0,15.0,9.0,9.0,9.0,175302138.0,6231.0
1787905478.222411,2026-08-28T08:24:38+00:00,http_log_5m_x7,16.0,10.0,16.0,10.0,10.0,10.0,179906826.0,6386.0
1787905483.243328,2026-08-28T08:24:43+00:00,http_log_5m_x7,17.0,11.0,17.0,11.0,11.0,11.0,184142197.0,6541.0
1787905488.260121,2026-08-28T08:24:48+00:00,http_log_5m_x7,18.0,12.0,18.0,12.0,12.0,12.0,188700073.0,6696.0
1787905493.282185,2026-08-28T08:24:53+00:00,http_log_5m_x7,19.0,13.0,19.0,13.0,13.0,13.0,193501242.0,6851.0
1787905498.304953,2026-08-28T08:24:58+00:00,http_log_5m_x7,16.0,10.0,16.0,10.0,10.0,10.0,197892767.0,7006.0
1787905503.321692,2026-08-28T08:25:03+00:00,http_log_5m_x7,13.0,7.0,13.0,7.0,7.0,7.0,201913711.0,7161.0
1787905508.346178,2026-08-28T08:25:08+00:00,http_log_5m_x7,14.0,8.0,14.0,8.0,8.0,8.0,206333540.0,7316.0
1787905513.36833,2026-08-28T08:25:13+00:00,http_log_5m_x7,15.0,9.0,15.0,9.0,9.0,9.0,210376497.0,7471.0
1787905518.391202,2026-08-28T08:25:18+00:00,http_log_5m_x7,16.0,10.0,16.0,10.0,10.0,10.0,215155079.0,7626.0
1787905523.412961,2026-08-28T08:25:23+00:00,http_log_5m_x7,17.0,11.0,17.0,11.0,11.0,11.0,219420739.0,7781.0
1787905528.4254851,2026-08-28T08:25:28+00:00,http_log_5m_x7,18.0,12.0,18.0,12.0,12.0,12.0,224512838.0,7936.0
1787905533.436949,2026-08-28T08:25:33+00:00,http_log_5m_x7,11.0,5.0,11.0,5.0,5.0,5.0,226943683.0,8091.0
1787905538.44978,2026-08-28T08:25:38+00:00,http_log_5m_x7,12.0,6.0,12.0,6.0,6.0,6.0,231250836.0,8246.0
1787905543.4706292,2026-08-28T08:25:43+00:00,http_log_5m_x7,13.0,7.0,13.0,7.0,7.0,7.0,236033254.0,8401.0
1787905548.4960582,2026-08-28T08:25:48+00:00,http_log_5m_x7,14.0,8.0,14.0,8.0,8.0,8.0,240591518.0,8556.0
1787905553.521476,2026-08-28T08:25:53+00:00,http_log_5m_x7,15.0,9.0,15.0,9.0,9.0,9.0,245151742.0,8711.0
1787905558.5449018,2026-08-28T08:25:58+00:00,http_log_5m_x7,16.0,10.0,16.0,10.0,10.0,10.0,249689464.0,8866.0
1787905563.561335,2026-08-28T08:26:03+00:00,http_log_5m_x7,13.0,7.0,13.0,7.0,7.0,7.0,253484866.0,9021.0
1787905568.583863,2026-08-28T08:26:08+00:00,http_log_5m_x7,14.0,8.0,14.0,8.0,8.0,8.0,257740784.0,9176.0
1787905573.6048708,2026-08-28T08:26:13+00:00,http_log_5m_x7,15.0,8.0,15.0,8.0,9.0,8.0,262534889.0,9331.0
1787905578.622565,2026-08-28T08:26:18+00:00,http_log_5m_x7,17.0,8.0,17.0,8.0,12.0,8.0,267657749.0,9486.0
1787905583.644444,2026-08-28T08:26:23+00:00,http_log_5m_x7,18.0,8.0,18.0,8.0,13.0,8.0,271734391.0,9641.0
1787905588.659581,2026-08-28T08:26:28+00:00,http_log_5m_x7,19.0,8.0,19.0,8.0,14.0,8.0,276419172.0,9796.0
1787905593.679992,2026-08-28T08:26:33+00:00,http_log_5m_x7,20.0,8.0,20.0,8.0,15.0,8.0,281252449.0,9951.0
1787905598.6963809,2026-08-28T08:26:38+00:00,http_log_5m_x7,21.0,8.0,21.0,8.0,16.0,8.0,285837319.0,10106.0
1787905603.7159522,2026-08-28T08:26:43+00:00,http_log_5m_x7,23.0,10.0,23.0,10.0,18.0,10.0,291242771.0,10292.0
1787905608.7296572,2026-08-28T08:26:48+00:00,http_log_5m_x7,23.0,10.0,23.0,10.0,18.0,10.0,294986038.0,10416.0
1787905613.750079,2026-08-28T08:26:53+00:00,http_log_5m_x7,20.0,8.0,20.0,8.0,15.0,8.0,298801129.0,10571.0
1787905618.775512,2026-08-28T08:26:58+00:00,http_log_5m_x7,22.0,9.0,22.0,9.0,17.0,9.0,304249581.0,10757.0
1787905623.79582,2026-08-28T08:27:03+00:00,http_log_5m_x7,23.0,10.0,23.0,10.0,18.0,10.0,309064581.0,10912.0
1787905628.815568,2026-08-28T08:27:08+00:00,http_log_5m_x7,24.0,11.0,24.0,11.0,19.0,11.0,313640778.0,11067.0
1787905633.834543,2026-08-28T08:27:13+00:00,http_log_5m_x7,25.0,12.0,25.0,12.0,20.0,12.0,318254402.0,11222.0
1787905638.8599958,2026-08-28T08:27:18+00:00,http_log_5m_x7,22.0,9.0,22.0,9.0,17.0,9.0,321513015.0,11377.0
1787905643.88388,2026-08-28T08:27:23+00:00,http_log_5m_x7,19.0,8.0,19.0,8.0,14.0,8.0,325502694.0,11532.0
1787905648.906956,2026-08-28T08:27:28+00:00,http_log_5m_x7,20.0,8.0,20.0,8.0,15.0,8.0,330353360.0,11687.0
1787905653.9278982,2026-08-28T08:27:33+00:00,http_log_5m_x7,21.0,8.0,21.0,8.0,16.0,8.0,334550332.0,11842.0
1787905658.9454231,2026-08-28T08:27:38+00:00,http_log_5m_x7,22.0,9.0,22.0,9.0,17.0,9.0,339135668.0,11997.0
1787905663.970509,2026-08-28T08:27:44+00:00,http_log_5m_x7,23.0,10.0,23.0,10.0,18.0,10.0,343054922.0,12152.0
1787905668.989742,2026-08-28T08:27:49+00:00,http_log_5m_x7,24.0,11.0,24.0,11.0,19.0,11.0,348059944.0,12307.0
1787905674.012109,2026-08-28T08:27:54+00:00,http_log_5m_x7,25.0,12.0,25.0,12.0,20.0,12.0,352850627.0,12462.0
1787905679.032566,2026-08-28T08:27:59+00:00,http_log_5m_x7,22.0,9.0,22.0,9.0,17.0,9.0,356984120.0,12617.0
1787905684.056936,2026-08-28T08:28:04+00:00,http_log_5m_x7,19.0,8.0,19.0,8.0,14.0,8.0,360017343.0,12772.0
1787905689.082402,2026-08-28T08:28:09+00:00,http_log_5m_x7,20.0,8.0,20.0,8.0,15.0,8.0,364413215.0,12927.0
1787905694.1078248,2026-08-28T08:28:14+00:00,http_log_5m_x7,21.0,8.0,21.0,8.0,16.0,8.0,368839906.0,13082.0
1787905699.124435,2026-08-28T08:28:19+00:00,http_log_5m_x7,22.0,9.0,22.0,9.0,17.0,9.0,373425848.0,13237.0
1787905704.145231,2026-08-28T08:28:24+00:00,http_log_5m_x7,23.0,10.0,23.0,10.0,18.0,10.0,378202241.0,13392.0
1787905709.162584,2026-08-28T08:28:29+00:00,http_log_5m_x7,24.0,11.0,24.0,11.0,19.0,11.0,382525282.0,13547.0
1787905714.18311,2026-08-28T08:28:34+00:00,http_log_5m_x7,25.0,12.0,25.0,12.0,20.0,12.0,387009792.0,13702.0
1787905719.206262,2026-08-28T08:28:39+00:00,http_log_5m_x7,26.0,13.0,26.0,13.0,21.0,13.0,391574901.0,13857.0
1787905724.2265759,2026-08-28T08:28:44+00:00,http_log_5m_x7,27.0,14.0,27.0,14.0,22.0,14.0,396149949.0,14012.0
1787905729.25186,2026-08-28T08:28:49+00:00,http_log_5m_x7,24.0,11.0,24.0,11.0,19.0,11.0,399624789.0,14167.0
1787905734.274224,2026-08-28T08:28:54+00:00,http_log_5m_x7,23.0,10.0,23.0,10.0,18.0,10.0,404618885.0,14322.0
1787905739.299372,2026-08-28T08:28:59+00:00,http_log_5m_x7,20.0,8.0,20.0,8.0,15.0,8.0,407952613.0,14477.0
1787905744.322315,2026-08-28T08:29:04+00:00,http_log_5m_x7,21.0,8.0,21.0,8.0,16.0,8.0,412375353.0,14632.0
1787905749.343074,2026-08-28T08:29:09+00:00,http_log_5m_x7,22.0,9.0,22.0,9.0,17.0,9.0,417241279.0,14787.0
1787905754.366859,2026-08-28T08:29:14+00:00,http_log_5m_x7,23.0,10.0,23.0,10.0,18.0,10.0,421751110.0,14942.0
1787905759.3895822,2026-08-28T08:29:19+00:00,http_log_5m_x7,24.0,11.0,24.0,11.0,19.0,11.0,426394782.0,15097.0
1787905764.413315,2026-08-28T08:29:24+00:00,http_log_5m_x7,21.0,8.0,21.0,8.0,16.0,8.0,429623148.0,15252.0
1787905769.436706,2026-08-28T08:29:29+00:00,http_log_5m_x7,22.0,9.0,22.0,9.0,17.0,9.0,433982661.0,15407.0
1787905774.454248,2026-08-28T08:29:34+00:00,http_log_5m_x7,23.0,10.0,23.0,10.0,18.0,10.0,439008457.0,15562.0
1787905779.4739552,2026-08-28T08:29:39+00:00,http_log_5m_x7,24.0,11.0,24.0,11.0,19.0,11.0,442919162.0,15717.0
1787905784.4965749,2026-08-28T08:29:44+00:00,http_log_5m_x7,25.0,12.0,25.0,12.0,20.0,12.0,447682924.0,15872.0
1787905789.5219462,2026-08-28T08:29:49+00:00,http_log_5m_x7,26.0,13.0,26.0,13.0,21.0,13.0,452339410.0,16027.0
1787905794.5432892,2026-08-28T08:29:54+00:00,http_log_5m_x7,23.0,10.0,23.0,10.0,18.0,10.0,456827122.0,16182.0
1787905799.568471,2026-08-28T08:29:59+00:00,http_log_5m_x7,20.0,8.0,20.0,8.0,15.0,8.0,460010673.0,16337.0
1787905804.584983,2026-08-28T08:30:04+00:00,http_log_5m_x7,21.0,8.0,21.0,8.0,16.0,8.0,464546449.0,16492.0
1787905809.6086888,2026-08-28T08:30:09+00:00,http_log_5m_x7,22.0,9.0,22.0,9.0,17.0,9.0,469625529.0,16647.0
1787905814.632245,2026-08-28T08:30:14+00:00,http_log_5m_x7,23.0,10.0,23.0,10.0,18.0,10.0,473939141.0,16802.0
1787905819.6572149,2026-08-28T08:30:19+00:00,http_log_5m_x7,24.0,11.0,24.0,11.0,19.0,11.0,477911966.0,16957.0
1787905824.6808908,2026-08-28T08:30:24+00:00,http_log_5m_x7,25.0,12.0,25.0,12.0,20.0,12.0,483228910.0,17112.0
1787905829.6976829,2026-08-28T08:30:29+00:00,http_log_5m_x7,18.0,8.0,18.0,8.0,13.0,8.0,486086856.0,17267.0
1787905834.719769,2026-08-28T08:30:34+00:00,http_log_5m_x7,20.0,8.0,20.0,8.0,15.0,8.0,491536995.0,17453.0
1787905839.74343,2026-08-28T08:30:39+00:00,http_log_5m_x7,21.0,8.0,21.0,8.0,16.0,8.0,496030015.0,17608.0
1787905844.7670689,2026-08-28T08:30:44+00:00,http_log_5m_x7,22.0,9.0,22.0,9.0,17.0,9.0,500624537.0,17763.0
1787905849.785971,2026-08-28T08:30:49+00:00,http_log_5m_x7,23.0,10.0,23.0,10.0,18.0,10.0,504955809.0,17918.0
1787905854.806852,2026-08-28T08:30:54+00:00,http_log_5m_x7,24.0,11.0,24.0,11.0,19.0,11.0,509700641.0,18073.0
1787905859.825824,2026-08-28T08:30:59+00:00,http_log_5m_x7,21.0,8.0,21.0,8.0,16.0,8.0,513485913.0,18228.0
1787905864.848507,2026-08-28T08:31:04+00:00,http_log_5m_x7,22.0,9.0,22.0,9.0,17.0,9.0,518260541.0,18383.0
1787905869.867105,2026-08-28T08:31:09+00:00,http_log_5m_x7,23.0,10.0,23.0,10.0,18.0,10.0,522667038.0,18538.0
1787905874.892575,2026-08-28T08:31:14+00:00,http_log_5m_x7,22.0,8.0,22.0,8.0,18.0,8.0,526661237.0,18693.0
1787905879.918109,2026-08-28T08:31:19+00:00,http_log_5m_x7,27.0,8.0,27.0,8.0,23.0,8.0,532094519.0,18848.0
1787905884.9426718,2026-08-28T08:31:24+00:00,http_log_5m_x7,24.0,8.0,24.0,8.0,20.0,8.0,535633960.0,19003.0
1787905889.966613,2026-08-28T08:31:30+00:00,http_log_5m_x7,25.0,8.0,25.0,8.0,21.0,8.0,539935507.0,19158.0
1787905894.9920142,2026-08-28T08:31:35+00:00,http_log_5m_x7,26.0,8.0,26.0,8.0,22.0,8.0,544961903.0,19313.0
1787905900.0151029,2026-08-28T08:31:40+00:00,http_log_5m_x7,27.0,8.0,27.0,8.0,23.0,8.0,549177920.0,19468.0
1787905905.03516,2026-08-28T08:31:45+00:00,http_log_5m_x7,28.0,8.0,28.0,8.0,24.0,8.0,553633241.0,19623.0
1787905910.052886,2026-08-28T08:31:50+00:00,http_log_5m_x7,29.0,9.0,29.0,9.0,25.0,9.0,558731385.0,19778.0
1787905915.0781498,2026-08-28T08:31:55+00:00,http_log_5m_x7,26.0,8.0,26.0,8.0,22.0,8.0,562587281.0,19933.0
1787905920.100471,2026-08-28T08:32:00+00:00,http_log_5m_x7,27.0,8.0,27.0,8.0,23.0,8.0,566627929.0,20088.0
1787905925.125233,2026-08-28T08:32:05+00:00,http_log_5m_x7,28.0,8.0,28.0,8.0,24.0,8.0,571462257.0,20243.0
1787905930.150607,2026-08-28T08:32:10+00:00,http_log_5m_x7,29.0,9.0,29.0,9.0,25.0,9.0,576065949.0,20398.0
1787905935.174492,2026-08-28T08:32:15+00:00,http_log_5m_x7,30.0,10.0,30.0,10.0,26.0,10.0,580687229.0,20553.0
1787905940.197988,2026-08-28T08:32:20+00:00,http_log_5m_x7,31.0,11.0,31.0,11.0,27.0,11.0,584646465.0,20708.0
1787905945.2190552,2026-08-28T08:32:25+00:00,http_log_5m_x7,28.0,8.0,28.0,8.0,24.0,8.0,588728905.0,20863.0
1787905950.237599,2026-08-28T08:32:30+00:00,http_log_5m_x7,25.0,8.0,25.0,8.0,21.0,8.0,592519300.0,21018.0
1787905955.255161,2026-08-28T08:32:35+00:00,http_log_5m_x7,26.0,8.0,26.0,8.0,22.0,8.0,596928184.0,21173.0
1787905960.2805948,2026-08-28T08:32:40+00:00,http_log_5m_x7,27.0,8.0,27.0,8.0,23.0,8.0,601687194.0,21328.0
1787905965.304472,2026-08-28T08:32:45+00:00,http_log_5m_x7,28.0,8.0,28.0,8.0,24.0,8.0,605992657.0,21483.0
1787905970.327152,2026-08-28T08:32:50+00:00,http_log_5m_x7,29.0,9.0,29.0,9.0,25.0,9.0,610682054.0,21638.0
1787905975.348067,2026-08-28T08:32:55+00:00,http_log_5m_x7,30.0,10.0,30.0,10.0,26.0,10.0,614730341.0,21793.0
1787905980.371412,2026-08-28T08:33:00+00:00,http_log_5m_x7,31.0,11.0,31.0,11.0,27.0,11.0,619448657.0,21948.0
1787905985.391455,2026-08-28T08:33:05+00:00,http_log_5m_x7,28.0,8.0,28.0,8.0,24.0,8.0,623357137.0,22103.0
1787905990.414829,2026-08-28T08:33:10+00:00,http_log_5m_x7,25.0,8.0,25.0,8.0,21.0,8.0,627438072.0,22258.0
1787905995.428041,2026-08-28T08:33:15+00:00,http_log_5m_x7,26.0,8.0,26.0,8.0,22.0,8.0,631840231.0,22413.0
1787906000.442053,2026-08-28T08:33:20+00:00,http_log_5m_x7,27.0,8.0,27.0,8.0,23.0,8.0,636675168.0,22568.0
1787906005.466079,2026-08-28T08:33:25+00:00,http_log_5m_x7,28.0,8.0,28.0,8.0,24.0,8.0,640941568.0,22723.0
1787906010.491404,2026-08-28T08:33:30+00:00,http_log_5m_x7,29.0,9.0,29.0,9.0,25.0,9.0,644450925.0,22878.0
1787906015.509687,2026-08-28T08:33:35+00:00,http_log_5m_x7,30.0,10.0,30.0,10.0,26.0,10.0,649153061.0,23033.0
1787906020.533668,2026-08-28T08:33:40+00:00,http_log_5m_x7,27.0,8.0,27.0,8.0,23.0,8.0,653358853.0,23188.0
1787906025.554519,2026-08-28T08:33:45+00:00,http_log_5m_x7,28.0,8.0,28.0,8.0,24.0,8.0,657875189.0,23343.0
1787906030.5748448,2026-08-28T08:33:50+00:00,http_log_5m_x7,29.0,9.0,29.0,9.0,25.0,9.0,662337298.0,23498.0
1787906035.599566,2026-08-28T08:33:55+00:00,http_log_5m_x7,30.0,10.0,30.0,10.0,26.0,10.0,666712857.0,23653.0
1787906040.622516,2026-08-28T08:34:00+00:00,http_log_5m_x7,31.0,11.0,31.0,11.0,27.0,11.0,671574878.0,23808.0
1787906045.6478999,2026-08-28T08:34:05+00:00,http_log_5m_x7,32.0,12.0,32.0,12.0,28.0,12.0,676185499.0,23963.0
1787906050.66508,2026-08-28T08:34:10+00:00,http_log_5m_x7,29.0,9.0,29.0,9.0,25.0,9.0,680007003.0,24118.0
1787906055.683918,2026-08-28T08:34:15+00:00,http_log_5m_x7,29.0,9.0,29.0,9.0,25.0,9.0,685135281.0,24273.0
1787906060.704864,2026-08-28T08:34:20+00:00,http_log_5m_x7,30.0,10.0,30.0,10.0,26.0,10.0,688869046.0,24428.0
1787906065.7239501,2026-08-28T08:34:25+00:00,http_log_5m_x7,27.0,8.0,27.0,8.0,23.0,8.0,692971823.0,24583.0
1787906070.7415628,2026-08-28T08:34:30+00:00,http_log_5m_x7,29.0,9.0,29.0,9.0,25.0,9.0,698806470.0,24769.0
1787906075.761936,2026-08-28T08:34:35+00:00,http_log_5m_x7,30.0,10.0,30.0,10.0,26.0,10.0,702838115.0,24924.0
1787906080.7769809,2026-08-28T08:34:40+00:00,http_log_5m_x7,30.0,10.0,30.0,10.0,26.0,10.0,707951757.0,25079.0
1787906085.802111,2026-08-28T08:34:45+00:00,http_log_5m_x7,31.0,11.0,31.0,11.0,27.0,11.0,712342367.0,25234.0
1787906090.817572,2026-08-28T08:34:50+00:00,http_log_5m_x7,32.0,12.0,32.0,12.0,28.0,12.0,716638301.0,25389.0
1787906095.834551,2026-08-28T08:34:55+00:00,http_log_5m_x7,29.0,9.0,29.0,9.0,25.0,9.0,720036798.0,25544.0
1787906100.854431,2026-08-28T08:35:00+00:00,http_log_5m_x7,29.0,9.0,29.0,9.0,25.0,9.0,723653363.0,25668.0
1787906105.878743,2026-08-28T08:35:05+00:00,http_log_5m_x7,31.0,11.0,31.0,11.0,27.0,11.0,729417332.0,25854.0
1787906110.9016252,2026-08-28T08:35:10+00:00,http_log_5m_x7,32.0,12.0,32.0,12.0,28.0,12.0,733686320.0,26009.0
1787906115.92183,2026-08-28T08:35:15+00:00,http_log_5m_x7,33.0,13.0,33.0,13.0,29.0,13.0,738510806.0,26164.0
1787906120.939114,2026-08-28T08:35:20+00:00,http_log_5m_x7,34.0,14.0,34.0,14.0,30.0,14.0,743010501.0,26319.0
1787906125.958737,2026-08-28T08:35:25+00:00,http_log_5m_x7,35.0,15.0,35.0,15.0,31.0,15.0,747344406.0,26474.0
1787906130.979775,2026-08-28T08:35:31+00:00,http_log_5m_x7,28.0,8.0,28.0,8.0,24.0,8.0,750452147.0,26629.0
1787906135.998899,2026-08-28T08:35:36+00:00,http_log_5m_x7,29.0,9.0,29.0,9.0,25.0,9.0,754496502.0,26784.0
1787906141.018487,2026-08-28T08:35:41+00:00,http_log_5m_x7,30.0,10.0,30.0,10.0,26.0,10.0,759628694.0,26939.0
1787906146.043958,2026-08-28T08:35:46+00:00,http_log_5m_x7,31.0,11.0,31.0,11.0,27.0,11.0,764511460.0,27094.0
1787906151.068117,2026-08-28T08:35:51+00:00,http_log_5m_x7,32.0,12.0,32.0,12.0,28.0,12.0,768185591.0,27249.0
1787906156.092036,2026-08-28T08:35:56+00:00,http_log_5m_x7,33.0,13.0,33.0,13.0,29.0,13.0,773215130.0,27404.0
1787906161.115005,2026-08-28T08:36:01+00:00,http_log_5m_x7,30.0,10.0,30.0,10.0,26.0,10.0,776744393.0,27559.0
1787906166.139155,2026-08-28T08:36:06+00:00,http_log_5m_x7,31.0,11.0,31.0,11.0,27.0,11.0,781494509.0,27714.0
1787906171.164681,2026-08-28T08:36:11+00:00,http_log_5m_x7,32.0,12.0,32.0,12.0,28.0,12.0,785086776.0,27869.0
1787906176.182837,2026-08-28T08:36:16+00:00,http_log_5m_x7,31.0,9.0,31.0,9.0,28.0,9.0,789728501.0,28024.0
1787906181.19875,2026-08-28T08:36:21+00:00,http_log_5m_x7,32.0,9.0,32.0,9.0,29.0,9.0,794902436.0,28179.0
1787906186.220468,2026-08-28T08:36:26+00:00,http_log_5m_x7,33.0,9.0,33.0,9.0,30.0,9.0,799162467.0,28334.0
1787906191.248412,2026-08-28T08:36:31+00:00,http_log_5m_x7,34.0,9.0,34.0,9.0,31.0,9.0,803801322.0,28489.0
1787906196.266932,2026-08-28T08:36:36+00:00,http_log_5m_x7,35.0,9.0,35.0,9.0,32.0,9.0,808133137.0,28644.0
1787906201.287831,2026-08-28T08:36:41+00:00,http_log_5m_x7,36.0,9.0,36.0,9.0,33.0,9.0,812690967.0,28799.0
1787906206.3131678,2026-08-28T08:36:46+00:00,http_log_5m_x7,37.0,9.0,37.0,9.0,34.0,9.0,817497807.0,28954.0
1787906211.3337548,2026-08-28T08:36:51+00:00,http_log_5m_x7,34.0,10.0,34.0,10.0,31.0,10.0,821047110.0,29109.0
1787906216.354008,2026-08-28T08:36:56+00:00,http_log_5m_x7,35.0,11.0,35.0,11.0,32.0,11.0,825816862.0,29264.0
1787906221.377933,2026-08-28T08:37:01+00:00,http_log_5m_x7,32.0,8.0,32.0,8.0,29.0,8.0,829966620.0,29419.0
1787906226.39857,2026-08-28T08:37:06+00:00,http_log_5m_x7,33.0,9.0,33.0,9.0,30.0,9.0,834606324.0,29574.0
1787906231.417258,2026-08-28T08:37:11+00:00,http_log_5m_x7,34.0,10.0,34.0,10.0,31.0,10.0,838603482.0,29729.0
1787906236.4300458,2026-08-28T08:37:16+00:00,http_log_5m_x7,35.0,11.0,35.0,11.0,32.0,11.0,843633028.0,29884.0
1787906241.446479,2026-08-28T08:37:21+00:00,http_log_5m_x7,32.0,8.0,32.0,8.0,29.0,8.0,847306471.0,30039.0
1787906246.466489,2026-08-28T08:37:26+00:00,http_log_5m_x7,29.0,8.0,29.0,8.0,26.0,8.0,851218988.0,30194.0
1787906251.487692,2026-08-28T08:37:31+00:00,http_log_5m_x7,30.0,8.0,30.0,8.0,27.0,8.0,855168308.0,30349.0
1787906256.507636,2026-08-28T08:37:36+00:00,http_log_5m_x7,31.0,8.0,31.0,8.0,28.0,8.0,859958176.0,30504.0
