epoch,utc_time,stage,total_versions,max_versions,total_rowsets,max_rowsets,total_segments,max_segments,data_size,num_rows
1787906261.5312471,2026-08-28T08:37:41+00:00,http_log_5m_x7,32.0,8.0,32.0,8.0,29.0,8.0,864453135.0,30659.0
1787906266.555687,2026-08-28T08:37:46+00:00,http_log_5m_x7,33.0,9.0,33.0,9.0,30.0,9.0,868784898.0,30814.0
1787906271.576133,2026-08-28T08:37:51+00:00,http_log_5m_x7,34.0,10.0,34.0,10.0,31.0,10.0,873805326.0,30969.0
1787906276.597357,2026-08-28T08:37:56+00:00,http_log_5m_x7,35.0,11.0,35.0,11.0,32.0,11.0,877549473.0,31124.0
1787906281.621783,2026-08-28T08:38:01+00:00,http_log_5m_x7,36.0,12.0,36.0,12.0,33.0,12.0,881950482.0,31279.0
1787906286.645545,2026-08-28T08:38:06+00:00,http_log_5m_x7,29.0,8.0,29.0,8.0,26.0,8.0,886015965.0,31434.0
1787906291.666089,2026-08-28T08:38:11+00:00,http_log_5m_x7,30.0,8.0,30.0,8.0,27.0,8.0,889995754.0,31589.0
1787906296.681569,2026-08-28T08:38:16+00:00,http_log_5m_x7,31.0,8.0,31.0,8.0,28.0,8.0,894474734.0,31744.0
1787906301.7069929,2026-08-28T08:38:21+00:00,http_log_5m_x7,32.0,8.0,32.0,8.0,29.0,8.0,899000301.0,31899.0
1787906306.729634,2026-08-28T08:38:26+00:00,http_log_5m_x7,33.0,9.0,33.0,9.0,30.0,9.0,903749843.0,32054.0
1787906311.7848608,2026-08-28T08:38:31+00:00,http_log_5m_x7,34.0,10.0,34.0,10.0,31.0,10.0,907530961.0,32209.0
1787906316.8064058,2026-08-28T08:38:36+00:00,http_log_5m_x7,32.0,8.0,32.0,8.0,29.0,8.0,912850031.0,32395.0
1787906321.823309,2026-08-28T08:38:41+00:00,http_log_5m_x7,33.0,9.0,33.0,9.0,30.0,9.0,917168202.0,32550.0
1787906326.835704,2026-08-28T08:38:46+00:00,http_log_5m_x7,33.0,9.0,33.0,9.0,30.0,9.0,921173322.0,32674.0
1787906331.8563159,2026-08-28T08:38:51+00:00,http_log_5m_x7,34.0,10.0,34.0,10.0,31.0,10.0,924922662.0,32829.0
1787906336.8665118,2026-08-28T08:38:56+00:00,http_log_5m_x7,36.0,12.0,36.0,12.0,33.0,12.0,930634225.0,33015.0
1787906341.886145,2026-08-28T08:39:01+00:00,http_log_5m_x7,37.0,13.0,37.0,13.0,34.0,13.0,935202420.0,33170.0
1787906346.902905,2026-08-28T08:39:06+00:00,http_log_5m_x7,38.0,14.0,38.0,14.0,35.0,14.0,939736770.0,33325.0
1787906351.9227352,2026-08-28T08:39:11+00:00,http_log_5m_x7,35.0,11.0,35.0,11.0,32.0,11.0,944584553.0,33480.0
1787906356.9422138,2026-08-28T08:39:16+00:00,http_log_5m_x7,36.0,12.0,36.0,12.0,33.0,12.0,948627335.0,33635.0
1787906361.962074,2026-08-28T08:39:22+00:00,http_log_5m_x7,29.0,8.0,29.0,8.0,26.0,8.0,951946654.0,33790.0
1787906366.9798138,2026-08-28T08:39:27+00:00,http_log_5m_x7,30.0,8.0,30.0,8.0,27.0,8.0,956409804.0,33945.0
1787906372.00452,2026-08-28T08:39:32+00:00,http_log_5m_x7,31.0,8.0,31.0,8.0,28.0,8.0,961013957.0,34100.0
1787906377.0300312,2026-08-28T08:39:37+00:00,http_log_5m_x7,32.0,8.0,32.0,8.0,29.0,8.0,965854301.0,34255.0
1787906382.052043,2026-08-28T08:39:42+00:00,http_log_5m_x7,33.0,9.0,33.0,9.0,30.0,9.0,970484485.0,34410.0
1787906387.073479,2026-08-28T08:39:47+00:00,http_log_5m_x7,34.0,10.0,34.0,10.0,31.0,10.0,974554709.0,34565.0
1787906392.0982862,2026-08-28T08:39:52+00:00,http_log_5m_x7,35.0,11.0,35.0,11.0,32.0,11.0,979720838.0,34720.0
1787906397.114568,2026-08-28T08:39:57+00:00,http_log_5m_x7,32.0,8.0,32.0,8.0,29.0,8.0,983410018.0,34875.0
1787906402.1357539,2026-08-28T08:40:02+00:00,http_log_5m_x7,33.0,9.0,33.0,9.0,30.0,9.0,987558217.0,35030.0
1787906407.157473,2026-08-28T08:40:07+00:00,http_log_5m_x7,34.0,10.0,34.0,10.0,31.0,10.0,992364903.0,35185.0
1787906412.178827,2026-08-28T08:40:12+00:00,http_log_5m_x7,35.0,11.0,35.0,11.0,32.0,11.0,997249578.0,35340.0
1787906417.202014,2026-08-28T08:40:17+00:00,http_log_5m_x7,36.0,12.0,36.0,12.0,33.0,12.0,1001336169.0,35495.0
1787906422.2274408,2026-08-28T08:40:22+00:00,http_log_5m_x7,37.0,13.0,37.0,13.0,34.0,13.0,1006212424.0,35650.0
1787906427.244318,2026-08-28T08:40:27+00:00,http_log_5m_x7,34.0,10.0,34.0,10.0,31.0,10.0,1010309133.0,35805.0
1787906432.269789,2026-08-28T08:40:32+00:00,http_log_5m_x7,35.0,11.0,35.0,11.0,32.0,11.0,1014020678.0,35960.0
1787906437.294386,2026-08-28T08:40:37+00:00,http_log_5m_x7,32.0,8.0,32.0,8.0,29.0,8.0,1017783582.0,36115.0
1787906442.319016,2026-08-28T08:40:42+00:00,http_log_5m_x7,33.0,9.0,33.0,9.0,30.0,9.0,1022360016.0,36270.0
1787906447.342963,2026-08-28T08:40:47+00:00,http_log_5m_x7,34.0,10.0,34.0,10.0,31.0,10.0,1026515520.0,36425.0
1787906452.3682492,2026-08-28T08:40:52+00:00,http_log_5m_x7,35.0,11.0,35.0,11.0,32.0,11.0,1031588263.0,36580.0
1787906457.391652,2026-08-28T08:40:57+00:00,http_log_5m_x7,40.0,16.0,40.0,16.0,37.0,16.0,1036423241.0,36735.0
1787906462.414701,2026-08-28T08:41:02+00:00,http_log_5m_x7,33.0,9.0,33.0,9.0,30.0,9.0,1039478908.0,36890.0
1787906467.4289,2026-08-28T08:41:07+00:00,http_log_5m_x7,34.0,10.0,34.0,10.0,31.0,10.0,1043890064.0,37045.0
1787906472.447477,2026-08-28T08:41:12+00:00,http_log_5m_x7,35.0,11.0,35.0,11.0,32.0,11.0,1048149621.0,37200.0
1787906477.470588,2026-08-28T08:41:17+00:00,http_log_5m_x7,38.0,11.0,38.0,11.0,36.0,11.0,1052424526.0,37355.0
1787906482.492447,2026-08-28T08:41:22+00:00,http_log_5m_x7,39.0,11.0,39.0,11.0,37.0,11.0,1057507489.0,37510.0
1787906487.517416,2026-08-28T08:41:27+00:00,http_log_5m_x7,40.0,11.0,40.0,11.0,38.0,11.0,1061102384.0,37665.0
1787906492.540886,2026-08-28T08:41:32+00:00,http_log_5m_x7,41.0,11.0,41.0,11.0,39.0,11.0,1066458008.0,37820.0
1787906497.558683,2026-08-28T08:41:37+00:00,http_log_5m_x7,42.0,11.0,42.0,11.0,40.0,11.0,1070730609.0,37975.0
1787906502.580412,2026-08-28T08:41:42+00:00,http_log_5m_x7,43.0,11.0,43.0,11.0,41.0,11.0,1075035484.0,38130.0
1787906507.5966778,2026-08-28T08:41:47+00:00,http_log_5m_x7,40.0,10.0,40.0,10.0,38.0,10.0,1079698509.0,38285.0
1787906512.618747,2026-08-28T08:41:52+00:00,http_log_5m_x7,41.0,11.0,41.0,11.0,39.0,11.0,1083888777.0,38440.0
1787906517.639106,2026-08-28T08:41:57+00:00,http_log_5m_x7,38.0,8.0,38.0,8.0,36.0,8.0,1087978029.0,38595.0
1787906522.6622431,2026-08-28T08:42:02+00:00,http_log_5m_x7,35.0,8.0,35.0,8.0,33.0,8.0,1091728527.0,38750.0
1787906527.687613,2026-08-28T08:42:07+00:00,http_log_5m_x7,36.0,8.0,36.0,8.0,34.0,8.0,1096612514.0,38905.0
1787906532.712376,2026-08-28T08:42:12+00:00,http_log_5m_x7,37.0,8.0,37.0,8.0,35.0,8.0,1101241460.0,39060.0
1787906537.730792,2026-08-28T08:42:17+00:00,http_log_5m_x7,38.0,8.0,38.0,8.0,36.0,8.0,1105275910.0,39215.0
1787906542.748619,2026-08-28T08:42:22+00:00,http_log_5m_x7,36.0,8.0,36.0,8.0,34.0,8.0,1110158136.0,39401.0
1787906547.7689228,2026-08-28T08:42:27+00:00,http_log_5m_x7,37.0,8.0,37.0,8.0,35.0,8.0,1114650432.0,39556.0
1787906552.783304,2026-08-28T08:42:32+00:00,http_log_5m_x7,38.0,8.0,38.0,8.0,36.0,8.0,1119127908.0,39711.0
1787906557.802368,2026-08-28T08:42:37+00:00,http_log_5m_x7,38.0,8.0,38.0,8.0,36.0,8.0,1122860904.0,39835.0
1787906562.819646,2026-08-28T08:42:42+00:00,http_log_5m_x7,39.0,9.0,39.0,9.0,37.0,9.0,1126531273.0,39990.0
1787906567.840259,2026-08-28T08:42:47+00:00,http_log_5m_x7,37.0,8.0,37.0,8.0,35.0,8.0,1132051242.0,40176.0
1787906572.862904,2026-08-28T08:42:52+00:00,http_log_5m_x7,42.0,12.0,42.0,12.0,40.0,12.0,1137747060.0,40331.0
1787906577.883822,2026-08-28T08:42:57+00:00,http_log_5m_x7,39.0,9.0,39.0,9.0,37.0,9.0,1140929918.0,40486.0
1787906582.907472,2026-08-28T08:43:02+00:00,http_log_5m_x7,40.0,10.0,40.0,10.0,38.0,10.0,1145301129.0,40641.0
1787906587.924285,2026-08-28T08:43:07+00:00,http_log_5m_x7,37.0,8.0,37.0,8.0,35.0,8.0,1149923986.0,40796.0
1787906592.949922,2026-08-28T08:43:12+00:00,http_log_5m_x7,38.0,8.0,38.0,8.0,36.0,8.0,1154184207.0,40951.0
1787906597.973088,2026-08-28T08:43:18+00:00,http_log_5m_x7,39.0,9.0,39.0,9.0,37.0,9.0,1159077598.0,41106.0
1787906602.998493,2026-08-28T08:43:23+00:00,http_log_5m_x7,36.0,8.0,36.0,8.0,34.0,8.0,1162480440.0,41261.0
1787906608.023714,2026-08-28T08:43:28+00:00,http_log_5m_x7,37.0,8.0,37.0,8.0,35.0,8.0,1166769344.0,41416.0
1787906613.0413802,2026-08-28T08:43:33+00:00,http_log_5m_x7,38.0,8.0,38.0,8.0,36.0,8.0,1171533925.0,41571.0
1787906618.065152,2026-08-28T08:43:38+00:00,http_log_5m_x7,39.0,9.0,39.0,9.0,37.0,9.0,1175738873.0,41726.0
1787906623.088591,2026-08-28T08:43:43+00:00,http_log_5m_x7,40.0,10.0,40.0,10.0,38.0,10.0,1180346351.0,41881.0
1787906628.113044,2026-08-28T08:43:48+00:00,http_log_5m_x7,41.0,11.0,41.0,11.0,39.0,11.0,1185476617.0,42036.0
1787906633.137585,2026-08-28T08:43:53+00:00,http_log_5m_x7,42.0,12.0,42.0,12.0,40.0,12.0,1189180748.0,42191.0
1787906638.154238,2026-08-28T08:43:58+00:00,http_log_5m_x7,43.0,13.0,43.0,13.0,41.0,13.0,1194287707.0,42346.0
1787906643.174956,2026-08-28T08:44:03+00:00,http_log_5m_x7,44.0,14.0,44.0,14.0,42.0,14.0,1198022662.0,42501.0
1787906648.2003589,2026-08-28T08:44:08+00:00,http_log_5m_x7,45.0,15.0,45.0,15.0,43.0,15.0,1202761708.0,42656.0
1787906653.223107,2026-08-28T08:44:13+00:00,http_log_5m_x7,42.0,12.0,42.0,12.0,40.0,12.0,1206808927.0,42811.0
1787906658.242657,2026-08-28T08:44:18+00:00,http_log_5m_x7,43.0,13.0,43.0,13.0,41.0,13.0,1211888913.0,42966.0
1787906663.261718,2026-08-28T08:44:23+00:00,http_log_5m_x7,36.0,8.0,36.0,8.0,34.0,8.0,1214781698.0,43121.0
1787906668.282892,2026-08-28T08:44:28+00:00,http_log_5m_x7,37.0,8.0,37.0,8.0,35.0,8.0,1219056019.0,43276.0
1787906673.3042922,2026-08-28T08:44:33+00:00,http_log_5m_x7,38.0,8.0,38.0,8.0,36.0,8.0,1223836722.0,43431.0
1787906678.326211,2026-08-28T08:44:38+00:00,http_log_5m_x7,39.0,9.0,39.0,9.0,37.0,9.0,1227608548.0,43586.0
1787906683.3464289,2026-08-28T08:44:43+00:00,http_log_5m_x7,40.0,10.0,40.0,10.0,38.0,10.0,1232960670.0,43741.0
1787906688.3695118,2026-08-28T08:44:48+00:00,http_log_5m_x7,41.0,11.0,41.0,11.0,39.0,11.0,1237001382.0,43896.0
1787906693.3907578,2026-08-28T08:44:53+00:00,http_log_5m_x7,38.0,8.0,38.0,8.0,36.0,8.0,1240981510.0,44051.0
1787906698.418381,2026-08-28T08:44:58+00:00,http_log_5m_x7,39.0,9.0,39.0,9.0,37.0,9.0,1245432977.0,44206.0
1787906703.419869,2026-08-28T08:45:03+00:00,http_log_5m_x7,40.0,10.0,40.0,10.0,38.0,10.0,1249522031.0,44361.0
1787906708.423269,2026-08-28T08:45:08+00:00,http_log_5m_x7,41.0,11.0,41.0,11.0,39.0,11.0,1254352966.0,44516.0
1787906713.43066,2026-08-28T08:45:13+00:00,http_log_5m_x7,42.0,12.0,42.0,12.0,40.0,12.0,1259149174.0,44671.0
1787906718.4439008,2026-08-28T08:45:18+00:00,http_log_5m_x7,43.0,13.0,43.0,13.0,41.0,13.0,1263454593.0,44826.0
1787906723.4678028,2026-08-28T08:45:23+00:00,http_log_5m_x7,44.0,14.0,44.0,14.0,42.0,14.0,1268218572.0,44981.0
1787906728.491401,2026-08-28T08:45:28+00:00,http_log_5m_x7,37.0,8.0,37.0,8.0,35.0,8.0,1270931707.0,45136.0
1787906733.5155048,2026-08-28T08:45:33+00:00,http_log_5m_x7,38.0,8.0,38.0,8.0,36.0,8.0,1275443542.0,45291.0
1787906738.539545,2026-08-28T08:45:38+00:00,http_log_5m_x7,39.0,9.0,39.0,9.0,37.0,9.0,1280320626.0,45446.0
1787906743.564973,2026-08-28T08:45:43+00:00,http_log_5m_x7,40.0,10.0,40.0,10.0,38.0,10.0,1284627068.0,45601.0
1787906748.586692,2026-08-28T08:45:48+00:00,http_log_5m_x7,41.0,11.0,41.0,11.0,39.0,11.0,1289152181.0,45756.0
1787906753.610762,2026-08-28T08:45:53+00:00,http_log_5m_x7,42.0,12.0,42.0,12.0,40.0,12.0,1294028952.0,45911.0
1787906758.629956,2026-08-28T08:45:58+00:00,http_log_5m_x7,39.0,9.0,39.0,9.0,37.0,9.0,1297476356.0,46066.0
1787906763.6515641,2026-08-28T08:46:03+00:00,http_log_5m_x7,40.0,10.0,40.0,10.0,38.0,10.0,1301996708.0,46221.0
1787906768.6769722,2026-08-28T08:46:08+00:00,http_log_5m_x7,42.0,12.0,42.0,12.0,40.0,12.0,1307224977.0,46407.0
1787906773.698397,2026-08-28T08:46:13+00:00,http_log_5m_x7,43.0,11.0,43.0,11.0,41.0,11.0,1311741255.0,46562.0
1787906778.71266,2026-08-28T08:46:18+00:00,http_log_5m_x7,45.0,11.0,45.0,11.0,44.0,11.0,1315968380.0,46686.0
1787906783.7339368,2026-08-28T08:46:23+00:00,http_log_5m_x7,46.0,11.0,46.0,11.0,45.0,11.0,1319982907.0,46841.0
1787906788.75505,2026-08-28T08:46:28+00:00,http_log_5m_x7,47.0,11.0,47.0,11.0,46.0,11.0,1324641309.0,46996.0
1787906793.775867,2026-08-28T08:46:33+00:00,http_log_5m_x7,47.0,11.0,47.0,11.0,46.0,11.0,1328993015.0,47151.0
1787906798.787392,2026-08-28T08:46:38+00:00,http_log_5m_x7,48.0,11.0,48.0,11.0,47.0,11.0,1333228553.0,47306.0
1787906803.802165,2026-08-28T08:46:43+00:00,http_log_5m_x7,50.0,11.0,50.0,11.0,49.0,11.0,1338635264.0,47492.0
1787906808.8197062,2026-08-28T08:46:48+00:00,http_log_5m_x7,50.0,11.0,50.0,11.0,49.0,11.0,1342826926.0,47616.0
1787906813.835072,2026-08-28T08:46:53+00:00,http_log_5m_x7,48.0,12.0,48.0,12.0,47.0,12.0,1347928976.0,47802.0
1787906818.854412,2026-08-28T08:46:58+00:00,http_log_5m_x7,45.0,9.0,45.0,9.0,44.0,9.0,1351875479.0,47957.0
1787906823.879939,2026-08-28T08:47:03+00:00,http_log_5m_x7,42.0,8.0,42.0,8.0,41.0,8.0,1355736092.0,48112.0
1787906828.903274,2026-08-28T08:47:08+00:00,http_log_5m_x7,43.0,8.0,43.0,8.0,42.0,8.0,1359976954.0,48267.0
1787906833.9176068,2026-08-28T08:47:13+00:00,http_log_5m_x7,44.0,8.0,44.0,8.0,43.0,8.0,1364375196.0,48422.0
1787906838.9378061,2026-08-28T08:47:18+00:00,http_log_5m_x7,45.0,9.0,45.0,9.0,44.0,9.0,1369119998.0,48577.0
1787906843.955946,2026-08-28T08:47:23+00:00,http_log_5m_x7,46.0,10.0,46.0,10.0,45.0,10.0,1373369046.0,48732.0
1787906848.977466,2026-08-28T08:47:29+00:00,http_log_5m_x7,43.0,8.0,43.0,8.0,42.0,8.0,1377370539.0,48887.0
1787906853.9987452,2026-08-28T08:47:34+00:00,http_log_5m_x7,44.0,8.0,44.0,8.0,43.0,8.0,1381927389.0,49042.0
1787906859.0142899,2026-08-28T08:47:39+00:00,http_log_5m_x7,45.0,9.0,45.0,9.0,44.0,9.0,1386680361.0,49197.0
1787906864.0301921,2026-08-28T08:47:44+00:00,http_log_5m_x7,42.0,8.0,42.0,8.0,41.0,8.0,1389834676.0,49352.0
1787906869.0556622,2026-08-28T08:47:49+00:00,http_log_5m_x7,43.0,8.0,43.0,8.0,42.0,8.0,1394906003.0,49507.0
1787906874.075727,2026-08-28T08:47:54+00:00,http_log_5m_x7,44.0,8.0,44.0,8.0,43.0,8.0,1399494459.0,49662.0
1787906879.097742,2026-08-28T08:47:59+00:00,http_log_5m_x7,45.0,9.0,45.0,9.0,44.0,9.0,1403826418.0,49817.0
1787906884.116841,2026-08-28T08:48:04+00:00,http_log_5m_x7,46.0,10.0,46.0,10.0,45.0,10.0,1408612793.0,49972.0
1787906889.137381,2026-08-28T08:48:09+00:00,http_log_5m_x7,47.0,11.0,47.0,11.0,46.0,11.0,1412741744.0,50127.0
1787906894.1607392,2026-08-28T08:48:14+00:00,http_log_5m_x7,44.0,8.0,44.0,8.0,43.0,8.0,1417021118.0,50282.0
1787906899.179872,2026-08-28T08:48:19+00:00,http_log_5m_x7,45.0,9.0,45.0,9.0,44.0,9.0,1421517470.0,50437.0
1787906904.200445,2026-08-28T08:48:24+00:00,http_log_5m_x7,42.0,8.0,42.0,8.0,41.0,8.0,1425117394.0,50592.0
1787906909.220032,2026-08-28T08:48:29+00:00,http_log_5m_x7,43.0,8.0,43.0,8.0,42.0,8.0,1429578152.0,50747.0
1787906914.242748,2026-08-28T08:48:34+00:00,http_log_5m_x7,44.0,8.0,44.0,8.0,43.0,8.0,1433894743.0,50902.0
1787906919.2649379,2026-08-28T08:48:39+00:00,http_log_5m_x7,45.0,9.0,45.0,9.0,44.0,9.0,1439246026.0,51057.0
1787906924.281615,2026-08-28T08:48:44+00:00,http_log_5m_x7,46.0,10.0,46.0,10.0,45.0,10.0,1443511992.0,51212.0
1787906929.304542,2026-08-28T08:48:49+00:00,http_log_5m_x7,47.0,11.0,47.0,11.0,46.0,11.0,1447600375.0,51367.0
1787906934.324544,2026-08-28T08:48:54+00:00,http_log_5m_x7,44.0,8.0,44.0,8.0,43.0,8.0,1451213778.0,51522.0
1787906939.341783,2026-08-28T08:48:59+00:00,http_log_5m_x7,45.0,9.0,45.0,9.0,44.0,9.0,1456029299.0,51677.0
1787906944.366888,2026-08-28T08:49:04+00:00,http_log_5m_x7,46.0,10.0,46.0,10.0,45.0,10.0,1460352959.0,51832.0
1787906949.387472,2026-08-28T08:49:09+00:00,http_log_5m_x7,47.0,11.0,47.0,11.0,46.0,11.0,1465028060.0,51987.0
1787906954.4117289,2026-08-28T08:49:14+00:00,http_log_5m_x7,47.0,11.0,47.0,11.0,46.0,11.0,1469632159.0,52142.0
1787906959.423264,2026-08-28T08:49:19+00:00,http_log_5m_x7,44.0,8.0,44.0,8.0,43.0,8.0,1473975569.0,52297.0
1787906964.4336,2026-08-28T08:49:24+00:00,http_log_5m_x7,49.0,13.0,49.0,13.0,48.0,13.0,1479155866.0,52452.0
1787906969.4540858,2026-08-28T08:49:29+00:00,http_log_5m_x7,42.0,8.0,42.0,8.0,41.0,8.0,1482081156.0,52607.0
1787906974.475741,2026-08-28T08:49:34+00:00,http_log_5m_x7,43.0,8.0,43.0,8.0,42.0,8.0,1486959053.0,52762.0
1787906979.500161,2026-08-28T08:49:39+00:00,http_log_5m_x7,44.0,8.0,44.0,8.0,43.0,8.0,1491001271.0,52917.0
1787906984.5217988,2026-08-28T08:49:44+00:00,http_log_5m_x7,45.0,9.0,45.0,9.0,44.0,9.0,1495825224.0,53072.0
1787906989.5406249,2026-08-28T08:49:49+00:00,http_log_5m_x7,46.0,10.0,46.0,10.0,45.0,10.0,1500393639.0,53227.0
1787906994.566236,2026-08-28T08:49:54+00:00,http_log_5m_x7,47.0,11.0,47.0,11.0,46.0,11.0,1504628379.0,53382.0
1787906999.5849931,2026-08-28T08:49:59+00:00,http_log_5m_x7,44.0,8.0,44.0,8.0,43.0,8.0,1508093932.0,53537.0
1787907004.605956,2026-08-28T08:50:04+00:00,http_log_5m_x7,45.0,9.0,45.0,9.0,44.0,9.0,1512533784.0,53692.0
1787907009.6269429,2026-08-28T08:50:09+00:00,http_log_5m_x7,46.0,10.0,46.0,10.0,45.0,10.0,1517423414.0,53847.0
1787907014.6484091,2026-08-28T08:50:14+00:00,http_log_5m_x7,47.0,11.0,47.0,11.0,46.0,11.0,1521714179.0,54002.0
1787907019.66373,2026-08-28T08:50:19+00:00,http_log_5m_x7,48.0,12.0,48.0,12.0,47.0,12.0,1526833829.0,54157.0
1787907024.6801229,2026-08-28T08:50:24+00:00,http_log_5m_x7,49.0,13.0,49.0,13.0,48.0,13.0,1530945376.0,54312.0
1787907029.701728,2026-08-28T08:50:29+00:00,http_log_5m_x7,50.0,14.0,50.0,14.0,49.0,14.0,1536306804.0,54467.0
1787907034.720914,2026-08-28T08:50:34+00:00,http_log_5m_x7,43.0,8.0,43.0,8.0,42.0,8.0,1539090868.0,54622.0
1787907039.742794,2026-08-28T08:50:39+00:00,http_log_5m_x7,44.0,8.0,44.0,8.0,43.0,8.0,1543478181.0,54777.0
1787907044.766279,2026-08-28T08:50:44+00:00,http_log_5m_x7,45.0,9.0,45.0,9.0,44.0,9.0,1548074530.0,54932.0
1787907049.778785,2026-08-28T08:50:49+00:00,http_log_5m_x7,47.0,11.0,47.0,11.0,46.0,11.0,1553251078.0,55118.0
1787907054.800704,2026-08-28T08:50:54+00:00,http_log_5m_x7,48.0,12.0,48.0,12.0,47.0,12.0,1558328502.0,55273.0
1787907059.824268,2026-08-28T08:50:59+00:00,http_log_5m_x7,49.0,13.0,49.0,13.0,48.0,13.0,1562881724.0,55428.0
1787907064.8457139,2026-08-28T08:51:04+00:00,http_log_5m_x7,46.0,10.0,46.0,10.0,45.0,10.0,1566183665.0,55583.0
1787907069.869453,2026-08-28T08:51:09+00:00,http_log_5m_x7,47.0,11.0,47.0,11.0,46.0,11.0,1570627388.0,55738.0
1787907074.8889542,2026-08-28T08:51:14+00:00,http_log_5m_x7,48.0,9.0,48.0,9.0,47.0,9.0,1575537191.0,55893.0
1787907079.909247,2026-08-28T08:51:19+00:00,http_log_5m_x7,51.0,9.0,51.0,9.0,51.0,9.0,1579840163.0,56048.0
1787907084.934175,2026-08-28T08:51:24+00:00,http_log_5m_x7,48.0,9.0,48.0,9.0,48.0,9.0,1584260783.0,56203.0
1787907089.957901,2026-08-28T08:51:29+00:00,http_log_5m_x7,49.0,9.0,49.0,9.0,49.0,9.0,1588301252.0,56358.0
1787907094.9757938,2026-08-28T08:51:35+00:00,http_log_5m_x7,50.0,9.0,50.0,9.0,50.0,9.0,1592531046.0,56513.0
1787907100.0012538,2026-08-28T08:51:40+00:00,http_log_5m_x7,50.0,9.0,50.0,9.0,50.0,9.0,1597307325.0,56668.0
1787907105.023802,2026-08-28T08:51:45+00:00,http_log_5m_x7,51.0,9.0,51.0,9.0,51.0,9.0,1601894321.0,56823.0
1787907110.04158,2026-08-28T08:51:50+00:00,http_log_5m_x7,52.0,9.0,52.0,9.0,52.0,9.0,1606719083.0,56978.0
1787907115.067072,2026-08-28T08:51:55+00:00,http_log_5m_x7,53.0,9.0,53.0,9.0,53.0,9.0,1611052165.0,57133.0
1787907120.0860941,2026-08-28T08:52:00+00:00,http_log_5m_x7,50.0,10.0,50.0,10.0,50.0,10.0,1615050628.0,57288.0
1787907125.110021,2026-08-28T08:52:05+00:00,http_log_5m_x7,47.0,8.0,47.0,8.0,47.0,8.0,1618889566.0,57443.0
1787907130.1285172,2026-08-28T08:52:10+00:00,http_log_5m_x7,48.0,8.0,48.0,8.0,48.0,8.0,1623934581.0,57598.0
1787907135.153931,2026-08-28T08:52:15+00:00,http_log_5m_x7,49.0,9.0,49.0,9.0,49.0,9.0,1628266494.0,57753.0
1787907140.17438,2026-08-28T08:52:20+00:00,http_log_5m_x7,50.0,10.0,50.0,10.0,50.0,10.0,1633169153.0,57908.0
1787907145.197642,2026-08-28T08:52:25+00:00,http_log_5m_x7,47.0,8.0,47.0,8.0,47.0,8.0,1636469735.0,58063.0
1787907150.2194061,2026-08-28T08:52:30+00:00,http_log_5m_x7,48.0,8.0,48.0,8.0,48.0,8.0,1641285838.0,58218.0
1787907155.241364,2026-08-28T08:52:35+00:00,http_log_5m_x7,49.0,9.0,49.0,9.0,49.0,9.0,1645497602.0,58373.0
1787907160.2667599,2026-08-28T08:52:40+00:00,http_log_5m_x7,46.0,8.0,46.0,8.0,46.0,8.0,1649436923.0,58528.0
1787907165.283861,2026-08-28T08:52:45+00:00,http_log_5m_x7,51.0,11.0,51.0,11.0,51.0,11.0,1654533741.0,58683.0
1787907170.3040252,2026-08-28T08:52:50+00:00,http_log_5m_x7,48.0,8.0,48.0,8.0,48.0,8.0,1658220670.0,58838.0
1787907175.325001,2026-08-28T08:52:55+00:00,http_log_5m_x7,49.0,9.0,49.0,9.0,49.0,9.0,1662746259.0,58993.0
1787907180.346897,2026-08-28T08:53:00+00:00,http_log_5m_x7,50.0,10.0,50.0,10.0,50.0,10.0,1666948697.0,59148.0
1787907185.367399,2026-08-28T08:53:05+00:00,http_log_5m_x7,51.0,11.0,51.0,11.0,51.0,11.0,1672116626.0,59303.0
1787907190.3861902,2026-08-28T08:53:10+00:00,http_log_5m_x7,48.0,8.0,48.0,8.0,48.0,8.0,1675637244.0,59458.0
1787907195.408973,2026-08-28T08:53:15+00:00,http_log_5m_x7,49.0,9.0,49.0,9.0,49.0,9.0,1680547456.0,59613.0
1787907200.429333,2026-08-28T08:53:20+00:00,http_log_5m_x7,46.0,8.0,46.0,8.0,46.0,8.0,1684386262.0,59768.0
1787907205.446035,2026-08-28T08:53:25+00:00,http_log_5m_x7,47.0,8.0,47.0,8.0,47.0,8.0,1688866534.0,59923.0
1787907210.467333,2026-08-28T08:53:30+00:00,http_log_5m_x7,48.0,8.0,48.0,8.0,48.0,8.0,1693222989.0,60078.0
1787907215.4926112,2026-08-28T08:53:35+00:00,http_log_5m_x7,49.0,9.0,49.0,9.0,49.0,9.0,1697573349.0,60233.0
1787907220.5154781,2026-08-28T08:53:40+00:00,http_log_5m_x7,50.0,10.0,50.0,10.0,50.0,10.0,1701461119.0,60388.0
1787907225.539659,2026-08-28T08:53:45+00:00,http_log_5m_x7,51.0,11.0,51.0,11.0,51.0,11.0,1706524502.0,60543.0
1787907230.564214,2026-08-28T08:53:50+00:00,http_log_5m_x7,48.0,8.0,48.0,8.0,48.0,8.0,1710071650.0,60698.0
1787907235.5859962,2026-08-28T08:53:55+00:00,http_log_5m_x7,49.0,9.0,49.0,9.0,49.0,9.0,1714592445.0,60853.0
1787907240.602548,2026-08-28T08:54:00+00:00,http_log_5m_x7,50.0,10.0,50.0,10.0,50.0,10.0,1718940711.0,61008.0
