batch,logical_second,utc_time,label,payload_bytes,rows,latency_ms,status,loaded_rows,loaded_bytes,load_time_ms
0,0,2026-08-28T08:21:12+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00000,526647,31,379.358,Success,31,526647,374
1,1,2026-08-28T08:21:13+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00001,524862,31,380.077,Success,31,524862,371
2,2,2026-08-28T08:21:14+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00002,526101,31,411.822,Success,31,526101,408
3,3,2026-08-28T08:21:15+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00003,524883,31,345.746,Success,31,524883,338
4,4,2026-08-28T08:21:16+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00004,526009,31,444.181,Success,31,526009,446
5,5,2026-08-28T08:21:17+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00005,526680,31,399.396,Success,31,526680,399
6,6,2026-08-28T08:21:18+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00006,526424,31,318.848,Success,31,526424,317
7,7,2026-08-28T08:21:19+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00007,525782,31,463.988,Success,31,525782,463
8,8,2026-08-28T08:21:20+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00008,525637,31,371.965,Success,31,525637,370
9,9,2026-08-28T08:21:21+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00009,525785,31,424.229,Success,31,525785,422
10,10,2026-08-28T08:21:22+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00010,525560,31,314.205,Success,31,525560,309
11,11,2026-08-28T08:21:23+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00011,527298,31,299.715,Success,31,527298,296
12,12,2026-08-28T08:21:24+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00012,525854,31,406.551,Success,31,525854,402
13,13,2026-08-28T08:21:25+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00013,524887,31,476.526,Success,31,524887,470
14,14,2026-08-28T08:21:26+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00014,526969,31,335.081,Success,31,526969,332
15,15,2026-08-28T08:21:27+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00015,526807,31,408.18,Success,31,526807,406
16,16,2026-08-28T08:21:28+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00016,526348,31,358.976,Success,31,526348,355
17,17,2026-08-28T08:21:29+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00017,525702,31,431.909,Success,31,525702,428
18,18,2026-08-28T08:21:30+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00018,526002,31,385.647,Success,31,526002,382
19,19,2026-08-28T08:21:31+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00019,527589,31,324.901,Success,31,527589,320
20,20,2026-08-28T08:21:32+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00020,525788,31,333.149,Success,31,525788,328
21,21,2026-08-28T08:21:33+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00021,526108,31,441.087,Success,31,526108,436
22,22,2026-08-28T08:21:34+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00022,525473,31,485.678,Success,31,525473,481
23,23,2026-08-28T08:21:35+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00023,526527,31,386.837,Success,31,526527,382
24,24,2026-08-28T08:21:36+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00024,526260,31,337.493,Success,31,526260,333
25,25,2026-08-28T08:21:37+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00025,524945,31,439.356,Success,31,524945,434
26,26,2026-08-28T08:21:38+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00026,525554,31,364.579,Success,31,525554,359
27,27,2026-08-28T08:21:39+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00027,525462,31,519.464,Success,31,525462,515
28,28,2026-08-28T08:21:40+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00028,526235,31,416.871,Success,31,526235,410
29,29,2026-08-28T08:21:41+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00029,526623,31,367.8,Success,31,526623,363
30,30,2026-08-28T08:21:42+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00030,525790,31,328.057,Success,31,525790,322
31,31,2026-08-28T08:21:43+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00031,526905,31,299.054,Success,31,526905,293
32,32,2026-08-28T08:21:44+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00032,526170,31,482.978,Success,31,526170,478
33,33,2026-08-28T08:21:45+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00033,526858,31,445.454,Success,31,526858,440
34,34,2026-08-28T08:21:46+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00034,527207,31,387.142,Success,31,527207,382
35,35,2026-08-28T08:21:47+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00035,526577,31,438.149,Success,31,526577,431
36,36,2026-08-28T08:21:48+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00036,526169,31,379.044,Success,31,526169,373
37,37,2026-08-28T08:21:49+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00037,526295,31,540.407,Success,31,526295,535
38,38,2026-08-28T08:21:50+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00038,525925,31,412.634,Success,31,525925,407
39,39,2026-08-28T08:21:51+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00039,526825,31,421.669,Success,31,526825,416
40,40,2026-08-28T08:21:52+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00040,526997,31,366.208,Success,31,526997,360
41,41,2026-08-28T08:21:53+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00041,527174,31,403.527,Success,31,527174,398
42,42,2026-08-28T08:21:54+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00042,527570,31,423.362,Success,31,527570,417
43,43,2026-08-28T08:21:55+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00043,526601,31,456.348,Success,31,526601,450
44,44,2026-08-28T08:21:56+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00044,525107,31,351.889,Success,31,525107,346
45,45,2026-08-28T08:21:57+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00045,527173,31,329.052,Success,31,527173,323
46,46,2026-08-28T08:21:58+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00046,527551,31,346.334,Success,31,527551,342
47,47,2026-08-28T08:21:59+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00047,526309,31,416.0,Success,31,526309,412
48,48,2026-08-28T08:22:00+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00048,526452,31,426.666,Success,31,526452,423
49,49,2026-08-28T08:22:01+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00049,525562,31,370.102,Success,31,525562,366
50,50,2026-08-28T08:22:02+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00050,526777,31,397.694,Success,31,526777,393
51,51,2026-08-28T08:22:03+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00051,526168,31,346.707,Success,31,526168,340
52,52,2026-08-28T08:22:04+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00052,526458,31,426.958,Success,31,526458,422
53,53,2026-08-28T08:22:05+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00053,527476,31,310.077,Success,31,527476,304
54,54,2026-08-28T08:22:06+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00054,526386,31,295.45,Success,31,526386,295
55,55,2026-08-28T08:22:07+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00055,526353,31,339.022,Success,31,526353,338
56,56,2026-08-28T08:22:08+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00056,527644,31,347.097,Success,31,527644,345
57,57,2026-08-28T08:22:09+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00057,525922,31,474.743,Success,31,525922,474
58,58,2026-08-28T08:22:10+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00058,526925,31,486.674,Success,31,526925,486
59,59,2026-08-28T08:22:11+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00059,525628,31,427.062,Success,31,525628,425
60,60,2026-08-28T08:22:12+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00060,527219,31,445.028,Success,31,527219,443
61,61,2026-08-28T08:22:13+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00061,526902,31,454.671,Success,31,526902,450
62,62,2026-08-28T08:22:14+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00062,527856,31,402.446,Success,31,527856,399
63,63,2026-08-28T08:22:15+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00063,526526,31,379.849,Success,31,526526,376
64,64,2026-08-28T08:22:16+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00064,527155,31,342.851,Success,31,527155,338
65,65,2026-08-28T08:22:17+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00065,527511,31,380.958,Success,31,527511,377
66,66,2026-08-28T08:22:18+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00066,526749,31,417.551,Success,31,526749,413
67,67,2026-08-28T08:22:19+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00067,527378,31,383.328,Success,31,527378,378
68,68,2026-08-28T08:22:20+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00068,527087,31,367.404,Success,31,527087,362
69,69,2026-08-28T08:22:21+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00069,527044,31,376.755,Success,31,527044,372
70,70,2026-08-28T08:22:22+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00070,526414,31,402.411,Success,31,526414,396
71,71,2026-08-28T08:22:23+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00071,525422,31,339.018,Success,31,525422,333
72,72,2026-08-28T08:22:24+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00072,527556,31,387.608,Success,31,527556,382
73,73,2026-08-28T08:22:25+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00073,526758,31,357.361,Success,31,526758,351
74,74,2026-08-28T08:22:26+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00074,527387,31,372.055,Success,31,527387,373
75,75,2026-08-28T08:22:27+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00075,526527,31,473.26,Success,31,526527,474
76,76,2026-08-28T08:22:28+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00076,526841,31,408.799,Success,31,526841,408
77,77,2026-08-28T08:22:29+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00077,526211,31,315.461,Success,31,526211,312
78,78,2026-08-28T08:22:30+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00078,525601,31,361.42,Success,31,525601,360
79,79,2026-08-28T08:22:31+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00079,526461,31,324.494,Success,31,526461,322
80,80,2026-08-28T08:22:32+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00080,526908,31,352.485,Success,31,526908,350
81,81,2026-08-28T08:22:33+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00081,526331,31,325.87,Success,31,526331,322
82,82,2026-08-28T08:22:34+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00082,526262,31,367.569,Success,31,526262,364
83,83,2026-08-28T08:22:35+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00083,525975,31,303.954,Success,31,525975,298
84,84,2026-08-28T08:22:36+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00084,526078,31,450.261,Success,31,526078,449
85,85,2026-08-28T08:22:37+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00085,526829,31,409.763,Success,31,526829,408
86,86,2026-08-28T08:22:38+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00086,526147,31,350.711,Success,31,526147,349
87,87,2026-08-28T08:22:39+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00087,526087,31,362.53,Success,31,526087,359
88,88,2026-08-28T08:22:40+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00088,525364,31,395.817,Success,31,525364,393
89,89,2026-08-28T08:22:41+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00089,526207,31,373.991,Success,31,526207,370
90,90,2026-08-28T08:22:42+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00090,526381,31,445.908,Success,31,526381,442
91,91,2026-08-28T08:22:43+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00091,526178,31,400.918,Success,31,526178,397
92,92,2026-08-28T08:22:44+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00092,527203,31,365.654,Success,31,527203,361
93,93,2026-08-28T08:22:45+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00093,525914,31,388.346,Success,31,525914,383
94,94,2026-08-28T08:22:46+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00094,526201,31,528.957,Success,31,526201,523
95,95,2026-08-28T08:22:47+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00095,526230,31,509.679,Success,31,526230,505
96,96,2026-08-28T08:22:48+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00096,525732,31,448.546,Success,31,525732,444
97,97,2026-08-28T08:22:49+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00097,525862,31,384.91,Success,31,525862,380
98,98,2026-08-28T08:22:50+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00098,526305,31,480.106,Success,31,526305,474
99,99,2026-08-28T08:22:51+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00099,525964,31,392.212,Success,31,525964,387
100,100,2026-08-28T08:22:52+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00100,526722,31,420.556,Success,31,526722,414
101,101,2026-08-28T08:22:53+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00101,526269,31,386.453,Success,31,526269,381
102,102,2026-08-28T08:22:54+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00102,526889,31,391.484,Success,31,526889,386
103,103,2026-08-28T08:22:55+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00103,526848,31,458.195,Success,31,526848,452
104,104,2026-08-28T08:22:56+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00104,527309,31,406.831,Success,31,527309,398
105,105,2026-08-28T08:22:57+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00105,527753,31,342.178,Success,31,527753,337
106,106,2026-08-28T08:22:58+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00106,526948,31,328.321,Success,31,526948,322
107,107,2026-08-28T08:22:59+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00107,526199,31,415.641,Success,31,526199,411
108,108,2026-08-28T08:23:00+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00108,527845,31,353.86,Success,31,527845,347
109,109,2026-08-28T08:23:01+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00109,526753,31,361.919,Success,31,526753,356
110,110,2026-08-28T08:23:02+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00110,526229,31,384.062,Success,31,526229,378
111,111,2026-08-28T08:23:03+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00111,526831,31,351.804,Success,31,526831,346
112,112,2026-08-28T08:23:04+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00112,526171,31,359.265,Success,31,526171,354
113,113,2026-08-28T08:23:05+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00113,526651,31,374.465,Success,31,526651,369
114,114,2026-08-28T08:23:06+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00114,526367,31,430.034,Success,31,526367,418
115,115,2026-08-28T08:23:07+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00115,527006,31,350.594,Success,31,527006,350
116,116,2026-08-28T08:23:08+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00116,526844,31,374.343,Success,31,526844,373
117,117,2026-08-28T08:23:09+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00117,526828,31,385.087,Success,31,526828,384
118,118,2026-08-28T08:23:10+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00118,526219,31,302.61,Success,31,526219,300
119,119,2026-08-28T08:23:11+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00119,526381,31,340.431,Success,31,526381,338
120,120,2026-08-28T08:23:12+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00120,526411,31,382.989,Success,31,526411,380
121,121,2026-08-28T08:23:13+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00121,527322,31,290.912,Success,31,527322,287
122,122,2026-08-28T08:23:14+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00122,526578,31,444.808,Success,31,526578,442
123,123,2026-08-28T08:23:15+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00123,526365,31,354.107,Success,31,526365,348
124,124,2026-08-28T08:23:16+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00124,526812,31,380.448,Success,31,526812,381
125,125,2026-08-28T08:23:17+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00125,526135,31,444.692,Success,31,526135,446
126,126,2026-08-28T08:23:18+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00126,526826,31,363.62,Success,31,526826,362
127,127,2026-08-28T08:23:19+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00127,526824,31,288.269,Success,31,526824,285
128,128,2026-08-28T08:23:20+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00128,526993,31,327.816,Success,31,526993,325
129,129,2026-08-28T08:23:21+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00129,527032,31,435.744,Success,31,527032,434
130,130,2026-08-28T08:23:22+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00130,526371,31,380.46,Success,31,526371,378
131,131,2026-08-28T08:23:23+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00131,526883,31,304.656,Success,31,526883,301
132,132,2026-08-28T08:23:24+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00132,526721,31,330.397,Success,31,526721,326
133,133,2026-08-28T08:23:25+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00133,525622,31,378.108,Success,31,525622,374
134,134,2026-08-28T08:23:26+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00134,526302,31,430.43,Success,31,526302,427
135,135,2026-08-28T08:23:27+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00135,525492,31,454.897,Success,31,525492,451
136,136,2026-08-28T08:23:28+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00136,525758,31,405.819,Success,31,525758,401
137,137,2026-08-28T08:23:29+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00137,526041,31,450.405,Success,31,526041,446
138,138,2026-08-28T08:23:30+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00138,527090,31,404.543,Success,31,527090,400
139,139,2026-08-28T08:23:31+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00139,526924,31,377.074,Success,31,526924,371
140,140,2026-08-28T08:23:32+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00140,526824,31,441.217,Success,31,526824,436
141,141,2026-08-28T08:23:33+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00141,526880,31,487.147,Success,31,526880,459
142,142,2026-08-28T08:23:34+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00142,527266,31,562.697,Success,31,527266,554
143,143,2026-08-28T08:23:35+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00143,526723,31,565.119,Success,31,526723,559
144,144,2026-08-28T08:23:36+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00144,526633,31,343.572,Success,31,526633,343
145,145,2026-08-28T08:23:37+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00145,527133,31,430.119,Success,31,527133,431
146,146,2026-08-28T08:23:38+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00146,526872,31,452.821,Success,31,526872,451
147,147,2026-08-28T08:23:39+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00147,527550,31,502.371,Success,31,527550,502
148,148,2026-08-28T08:23:40+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00148,526139,31,383.144,Success,31,526139,381
149,149,2026-08-28T08:23:41+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00149,527374,31,360.844,Success,31,527374,358
150,150,2026-08-28T08:23:42+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00150,526837,31,330.441,Success,31,526837,327
151,151,2026-08-28T08:23:43+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00151,527131,31,423.143,Success,31,527131,419
152,152,2026-08-28T08:23:44+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00152,526065,31,451.486,Success,31,526065,448
153,153,2026-08-28T08:23:45+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00153,526939,31,409.079,Success,31,526939,403
154,154,2026-08-28T08:23:46+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00154,526754,31,412.827,Success,31,526754,414
155,155,2026-08-28T08:23:47+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00155,527038,31,422.562,Success,31,527038,423
156,156,2026-08-28T08:23:48+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00156,526161,31,433.211,Success,31,526161,433
157,157,2026-08-28T08:23:49+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00157,526649,31,472.834,Success,31,526649,472
158,158,2026-08-28T08:23:50+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00158,527005,31,349.009,Success,31,527005,347
159,159,2026-08-28T08:23:51+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00159,527032,31,333.414,Success,31,527032,331
160,160,2026-08-28T08:23:52+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00160,526278,31,344.306,Success,31,526278,342
161,161,2026-08-28T08:23:53+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00161,527162,31,350.828,Success,31,527162,348
162,162,2026-08-28T08:23:54+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00162,526995,31,346.905,Success,31,526995,343
163,163,2026-08-28T08:23:55+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00163,527090,31,373.034,Success,31,527090,367
164,164,2026-08-28T08:23:56+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00164,526929,31,421.358,Success,31,526929,421
165,165,2026-08-28T08:23:57+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00165,526678,31,303.253,Success,31,526678,300
166,166,2026-08-28T08:23:58+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00166,526253,31,370.193,Success,31,526253,367
167,167,2026-08-28T08:23:59+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00167,527175,31,371.502,Success,31,527175,369
168,168,2026-08-28T08:24:00+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00168,527738,31,370.559,Success,31,527738,367
169,169,2026-08-28T08:24:01+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00169,526589,31,421.974,Success,31,526589,419
170,170,2026-08-28T08:24:02+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00170,526105,31,315.825,Success,31,526105,312
171,171,2026-08-28T08:24:03+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00171,526679,31,351.815,Success,31,526679,347
172,172,2026-08-28T08:24:04+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00172,526032,31,386.565,Success,31,526032,383
173,173,2026-08-28T08:24:05+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00173,526534,31,402.249,Success,31,526534,398
174,174,2026-08-28T08:24:06+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00174,526564,31,383.249,Success,31,526564,378
175,175,2026-08-28T08:24:07+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00175,525573,31,478.267,Success,31,525573,474
176,176,2026-08-28T08:24:08+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00176,526748,31,362.473,Success,31,526748,356
177,177,2026-08-28T08:24:09+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00177,527045,31,431.481,Success,31,527045,427
178,178,2026-08-28T08:24:10+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00178,526941,31,499.206,Success,31,526941,495
179,179,2026-08-28T08:24:11+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00179,526320,31,333.305,Success,31,526320,329
180,180,2026-08-28T08:24:12+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00180,526548,31,370.148,Success,31,526548,365
181,181,2026-08-28T08:24:13+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00181,526103,31,346.267,Success,31,526103,341
182,182,2026-08-28T08:24:14+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00182,524581,31,404.302,Success,31,524581,398
183,183,2026-08-28T08:24:15+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00183,526540,31,374.181,Success,31,526540,369
184,184,2026-08-28T08:24:16+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00184,527588,31,352.887,Success,31,527588,347
185,185,2026-08-28T08:24:17+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00185,526811,31,388.147,Success,31,526811,382
186,186,2026-08-28T08:24:18+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00186,526700,31,440.096,Success,31,526700,433
187,187,2026-08-28T08:24:19+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00187,526293,31,343.969,Success,31,526293,338
188,188,2026-08-28T08:24:20+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00188,526002,31,379.249,Success,31,526002,374
189,189,2026-08-28T08:24:21+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00189,526706,31,321.477,Success,31,526706,315
190,190,2026-08-28T08:24:22+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00190,526131,31,450.309,Success,31,526131,444
191,191,2026-08-28T08:24:23+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00191,527255,31,523.635,Success,31,527255,518
192,192,2026-08-28T08:24:24+00:00,zc_cmp_full_zstd_single_bucket_20260828__5m_x7_00192,526854,31,331.416,Success,31,526854,326
