epoch,utc_time,stage,total_versions,max_versions,total_rowsets,max_rowsets,total_segments,max_segments,data_size,num_rows
1787908734.504478,2026-08-28T09:18:54+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,844701386.0,30039.0
1787908739.515431,2026-08-28T09:18:59+00:00,http_log_35m_x1,10.0,10.0,10.0,10.0,10.0,10.0,849093072.0,30194.0
1787908744.5328782,2026-08-28T09:19:04+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,853076390.0,30349.0
1787908749.5505128,2026-08-28T09:19:09+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,858111624.0,30504.0
1787908754.5721421,2026-08-28T09:19:14+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,862705373.0,30659.0
1787908759.591839,2026-08-28T09:19:19+00:00,http_log_35m_x1,10.0,10.0,10.0,10.0,10.0,10.0,866249159.0,30814.0
1787908764.615799,2026-08-28T09:19:24+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,871335887.0,30969.0
1787908769.637381,2026-08-28T09:19:29+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,875309361.0,31124.0
1787908774.6593878,2026-08-28T09:19:34+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,879809173.0,31279.0
1787908779.681519,2026-08-28T09:19:39+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,884616879.0,31434.0
1787908784.705677,2026-08-28T09:19:44+00:00,http_log_35m_x1,15.0,15.0,15.0,15.0,15.0,15.0,888808242.0,31589.0
1787908789.72641,2026-08-28T09:19:49+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,892329725.0,31744.0
1787908794.747444,2026-08-28T09:19:54+00:00,http_log_35m_x1,9.0,9.0,9.0,9.0,9.0,9.0,896401642.0,31899.0
1787908799.770137,2026-08-28T09:19:59+00:00,http_log_35m_x1,10.0,10.0,10.0,10.0,10.0,10.0,901006116.0,32054.0
1787908804.795472,2026-08-28T09:20:04+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,904878949.0,32209.0
1787908809.816739,2026-08-28T09:20:09+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,910879651.0,32395.0
1787908814.8280692,2026-08-28T09:20:14+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,914815365.0,32550.0
1787908819.838636,2026-08-28T09:20:19+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,919049604.0,32674.0
1787908824.8560681,2026-08-28T09:20:24+00:00,http_log_35m_x1,15.0,15.0,15.0,15.0,15.0,15.0,922780788.0,32829.0
1787908829.880627,2026-08-28T09:20:29+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,928044783.0,33015.0
1787908834.898705,2026-08-28T09:20:34+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,931759797.0,33139.0
1787908839.9196851,2026-08-28T09:20:39+00:00,http_log_35m_x1,15.0,15.0,15.0,15.0,15.0,15.0,937393191.0,33325.0
1787908844.934131,2026-08-28T09:20:44+00:00,http_log_35m_x1,16.0,16.0,16.0,16.0,16.0,16.0,942507924.0,33480.0
1787908849.957954,2026-08-28T09:20:50+00:00,http_log_35m_x1,16.0,16.0,16.0,16.0,16.0,16.0,945397472.0,33604.0
1787908854.975652,2026-08-28T09:20:55+00:00,http_log_35m_x1,9.0,9.0,9.0,9.0,9.0,9.0,949615839.0,33790.0
1787908859.9962938,2026-08-28T09:21:00+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,955049183.0,33945.0
1787908865.01114,2026-08-28T09:21:05+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,958263638.0,34069.0
1787908870.031057,2026-08-28T09:21:10+00:00,http_log_35m_x1,16.0,16.0,16.0,16.0,16.0,16.0,964018523.0,34255.0
1787908875.047252,2026-08-28T09:21:15+00:00,http_log_35m_x1,17.0,17.0,17.0,17.0,17.0,17.0,969157138.0,34410.0
1787908880.070997,2026-08-28T09:21:20+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,972070048.0,34565.0
1787908885.09039,2026-08-28T09:21:25+00:00,http_log_35m_x1,15.0,15.0,15.0,15.0,15.0,15.0,977273702.0,34720.0
1787908890.115836,2026-08-28T09:21:30+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,980666830.0,34875.0
1787908895.139467,2026-08-28T09:21:35+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,984643833.0,35030.0
1787908900.153814,2026-08-28T09:21:40+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,989737880.0,35185.0
1787908905.176213,2026-08-28T09:21:45+00:00,http_log_35m_x1,15.0,15.0,15.0,15.0,15.0,15.0,994646421.0,35340.0
1787908910.1916711,2026-08-28T09:21:50+00:00,http_log_35m_x1,15.0,15.0,15.0,15.0,15.0,15.0,998046765.0,35495.0
1787908915.2189288,2026-08-28T09:21:55+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,1003204351.0,35650.0
1787908920.2377868,2026-08-28T09:22:00+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,1007142639.0,35805.0
1787908925.2631838,2026-08-28T09:22:05+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,1011715629.0,35960.0
1787908930.283896,2026-08-28T09:22:10+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1015618946.0,36115.0
1787908935.308251,2026-08-28T09:22:15+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1019969286.0,36270.0
1787908940.333648,2026-08-28T09:22:20+00:00,http_log_35m_x1,15.0,15.0,15.0,15.0,15.0,15.0,1024259774.0,36425.0
1787908945.348783,2026-08-28T09:22:25+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,1028717917.0,36580.0
1787908950.367523,2026-08-28T09:22:30+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,1032789398.0,36735.0
1787908955.38739,2026-08-28T09:22:35+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,1037028496.0,36890.0
1787908960.409523,2026-08-28T09:22:40+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,1041297632.0,37045.0
1787908965.425877,2026-08-28T09:22:45+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,1045596525.0,37200.0
1787908970.448894,2026-08-28T09:22:50+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,1049417273.0,37355.0
1787908975.470638,2026-08-28T09:22:55+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1054484812.0,37510.0
1787908980.495625,2026-08-28T09:23:00+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1058165447.0,37665.0
1787908985.513431,2026-08-28T09:23:05+00:00,http_log_35m_x1,15.0,15.0,15.0,15.0,15.0,15.0,1063564573.0,37820.0
1787908990.52701,2026-08-28T09:23:10+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,1066880662.0,37975.0
1787908995.5455518,2026-08-28T09:23:15+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,1071135160.0,38130.0
1787909000.5710158,2026-08-28T09:23:20+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1075906514.0,38285.0
1787909005.590233,2026-08-28T09:23:25+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,1079680615.0,38440.0
1787909010.615621,2026-08-28T09:23:30+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1084524988.0,38595.0
1787909015.640832,2026-08-28T09:23:35+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1088742560.0,38750.0
1787909020.662674,2026-08-28T09:23:40+00:00,http_log_35m_x1,15.0,15.0,15.0,15.0,15.0,15.0,1093646438.0,38905.0
1787909025.686343,2026-08-28T09:23:45+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1098307412.0,39060.0
1787909030.707724,2026-08-28T09:23:50+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1101863377.0,39215.0
1787909035.732029,2026-08-28T09:23:55+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1106486631.0,39370.0
1787909040.75728,2026-08-28T09:24:00+00:00,http_log_35m_x1,16.0,16.0,16.0,16.0,16.0,16.0,1110953599.0,39525.0
1787909045.779967,2026-08-28T09:24:05+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1115555586.0,39680.0
1787909050.8014421,2026-08-28T09:24:10+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,1119277844.0,39835.0
1787909055.82604,2026-08-28T09:24:15+00:00,http_log_35m_x1,9.0,9.0,9.0,9.0,9.0,9.0,1124284807.0,40021.0
1787909060.845551,2026-08-28T09:24:20+00:00,http_log_35m_x1,10.0,10.0,10.0,10.0,10.0,10.0,1129549330.0,40176.0
1787909065.865024,2026-08-28T09:24:25+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,1134154863.0,40331.0
1787909070.8858209,2026-08-28T09:24:30+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,1137361596.0,40455.0
1787909075.901628,2026-08-28T09:24:35+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,1141608526.0,40610.0
1787909080.9215949,2026-08-28T09:24:40+00:00,http_log_35m_x1,9.0,9.0,9.0,9.0,9.0,9.0,1145864732.0,40765.0
1787909085.938977,2026-08-28T09:24:45+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,1151358177.0,40951.0
1787909090.95991,2026-08-28T09:24:50+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,1155884610.0,41106.0
1787909095.980532,2026-08-28T09:24:56+00:00,http_log_35m_x1,9.0,9.0,9.0,9.0,9.0,9.0,1159520139.0,41261.0
1787909100.999661,2026-08-28T09:25:01+00:00,http_log_35m_x1,10.0,10.0,10.0,10.0,10.0,10.0,1163737265.0,41416.0
1787909106.021919,2026-08-28T09:25:06+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,1168417591.0,41571.0
1787909111.046933,2026-08-28T09:25:11+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,1172721692.0,41726.0
1787909116.070654,2026-08-28T09:25:16+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,1177192416.0,41881.0
1787909121.090425,2026-08-28T09:25:21+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1182392923.0,42036.0
1787909126.112631,2026-08-28T09:25:26+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,1185993420.0,42191.0
1787909131.1286662,2026-08-28T09:25:31+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,1191028802.0,42346.0
1787909136.1540549,2026-08-28T09:25:36+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,1194991644.0,42501.0
1787909141.179461,2026-08-28T09:25:41+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1199765085.0,42656.0
1787909146.198123,2026-08-28T09:25:46+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,1202923034.0,42811.0
1787909151.220076,2026-08-28T09:25:51+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,1208232729.0,42966.0
1787909156.245445,2026-08-28T09:25:56+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,1212810114.0,43121.0
1787909161.268283,2026-08-28T09:26:01+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1216817983.0,43276.0
1787909166.290097,2026-08-28T09:26:06+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,1220914508.0,43431.0
1787909171.315083,2026-08-28T09:26:11+00:00,http_log_35m_x1,8.0,8.0,8.0,8.0,8.0,8.0,1223961117.0,43586.0
1787909176.338848,2026-08-28T09:26:16+00:00,http_log_35m_x1,9.0,9.0,9.0,9.0,9.0,9.0,1229084536.0,43741.0
1787909181.359013,2026-08-28T09:26:21+00:00,http_log_35m_x1,10.0,10.0,10.0,10.0,10.0,10.0,1233042713.0,43896.0
1787909186.384362,2026-08-28T09:26:26+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,1237813778.0,44051.0
1787909191.404595,2026-08-28T09:26:31+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,1242265245.0,44206.0
1787909196.430506,2026-08-28T09:26:36+00:00,http_log_35m_x1,9.0,9.0,9.0,9.0,9.0,9.0,1245878334.0,44361.0
1787909201.4475389,2026-08-28T09:26:41+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1251013037.0,44516.0
1787909206.465711,2026-08-28T09:26:46+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,1254913227.0,44671.0
1787909211.489263,2026-08-28T09:26:51+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,1259469673.0,44826.0
1787909216.506623,2026-08-28T09:26:56+00:00,http_log_35m_x1,9.0,9.0,9.0,9.0,9.0,9.0,1263786275.0,44981.0
1787909221.510972,2026-08-28T09:27:01+00:00,http_log_35m_x1,10.0,10.0,10.0,10.0,10.0,10.0,1267677317.0,45136.0
1787909226.5284538,2026-08-28T09:27:06+00:00,http_log_35m_x1,10.0,10.0,10.0,10.0,10.0,10.0,1272421965.0,45291.0
1787909231.5409951,2026-08-28T09:27:11+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,1277265900.0,45446.0
1787909236.5597088,2026-08-28T09:27:16+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,1281259229.0,45601.0
1787909241.583775,2026-08-28T09:27:21+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,1285856723.0,45756.0
1787909246.6014662,2026-08-28T09:27:26+00:00,http_log_35m_x1,10.0,10.0,10.0,10.0,10.0,10.0,1289804816.0,45911.0
1787909251.622859,2026-08-28T09:27:31+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,1294114755.0,46066.0
1787909256.643472,2026-08-28T09:27:36+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,1298736488.0,46221.0
1787909261.666664,2026-08-28T09:27:41+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,1302976105.0,46376.0
1787909266.689893,2026-08-28T09:27:46+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1307518678.0,46531.0
1787909271.708879,2026-08-28T09:27:51+00:00,http_log_35m_x1,15.0,15.0,15.0,15.0,15.0,15.0,1312283036.0,46686.0
1787909276.7293282,2026-08-28T09:27:56+00:00,http_log_35m_x1,16.0,16.0,16.0,16.0,16.0,16.0,1316246059.0,46841.0
1787909281.749612,2026-08-28T09:28:01+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,1320817473.0,46996.0
1787909286.77324,2026-08-28T09:28:06+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1325342718.0,47151.0
1787909291.798228,2026-08-28T09:28:11+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,1328751694.0,47306.0
1787909296.820291,2026-08-28T09:28:16+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,1333525361.0,47461.0
1787909301.83554,2026-08-28T09:28:21+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,1338382147.0,47616.0
1787909306.857353,2026-08-28T09:28:26+00:00,http_log_35m_x1,15.0,15.0,15.0,15.0,15.0,15.0,1343577067.0,47802.0
1787909311.879016,2026-08-28T09:28:31+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,1347556504.0,47957.0
1787909316.899418,2026-08-28T09:28:36+00:00,http_log_35m_x1,9.0,9.0,9.0,9.0,9.0,9.0,1351483947.0,48112.0
1787909321.911322,2026-08-28T09:28:41+00:00,http_log_35m_x1,10.0,10.0,10.0,10.0,10.0,10.0,1355724809.0,48267.0
1787909326.9307158,2026-08-28T09:28:46+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,1360072224.0,48422.0
1787909331.94227,2026-08-28T09:28:51+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,1364817247.0,48577.0
1787909336.959033,2026-08-28T09:28:56+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,1369051875.0,48732.0
1787909341.975081,2026-08-28T09:29:02+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1373628811.0,48887.0
1787909346.996593,2026-08-28T09:29:07+00:00,http_log_35m_x1,15.0,15.0,15.0,15.0,15.0,15.0,1378087824.0,49042.0
1787909352.017685,2026-08-28T09:29:12+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,1382027757.0,49197.0
1787909357.03308,2026-08-28T09:29:17+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,1386133596.0,49352.0
1787909362.05092,2026-08-28T09:29:22+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,1390385371.0,49507.0
1787909367.0723898,2026-08-28T09:29:27+00:00,http_log_35m_x1,9.0,9.0,9.0,9.0,9.0,9.0,1394821807.0,49662.0
1787909372.097791,2026-08-28T09:29:32+00:00,http_log_35m_x1,9.0,9.0,9.0,9.0,9.0,9.0,1399095654.0,49817.0
1787909377.115972,2026-08-28T09:29:37+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,1404289115.0,49972.0
1787909382.135764,2026-08-28T09:29:42+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,1408565843.0,50127.0
1787909387.1508758,2026-08-28T09:29:47+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,1412500530.0,50282.0
1787909392.173768,2026-08-28T09:29:52+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,1417105886.0,50437.0
1787909397.195275,2026-08-28T09:29:57+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,1421261242.0,50592.0
1787909402.211203,2026-08-28T09:30:02+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,1425994188.0,50747.0
1787909407.2328918,2026-08-28T09:30:07+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,1429887899.0,50902.0
1787909412.2520802,2026-08-28T09:30:12+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,1434639048.0,51057.0
1787909417.272023,2026-08-28T09:30:17+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,1439226562.0,51212.0
1787909422.29669,2026-08-28T09:30:22+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,1443203894.0,51367.0
1787909427.312421,2026-08-28T09:30:27+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1447189479.0,51522.0
1787909432.330986,2026-08-28T09:30:32+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,1452242893.0,51677.0
1787909437.34723,2026-08-28T09:30:37+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,1456112029.0,51832.0
1787909442.3673542,2026-08-28T09:30:42+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1460863431.0,51987.0
1787909447.389996,2026-08-28T09:30:47+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,1465449777.0,52142.0
1787909452.415305,2026-08-28T09:30:52+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,1469113569.0,52297.0
1787909457.438554,2026-08-28T09:30:57+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,1473764410.0,52452.0
1787909462.460791,2026-08-28T09:31:02+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1478395247.0,52607.0
1787909467.4853709,2026-08-28T09:31:07+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,1482409580.0,52762.0
1787909472.509922,2026-08-28T09:31:12+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,1486749658.0,52917.0
1787909477.526446,2026-08-28T09:31:17+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,1491352963.0,53072.0
1787909482.540629,2026-08-28T09:31:22+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1495931440.0,53227.0
1787909487.559584,2026-08-28T09:31:27+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,1500052276.0,53382.0
1787909492.582795,2026-08-28T09:31:32+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1504264286.0,53537.0
1787909497.597805,2026-08-28T09:31:37+00:00,http_log_35m_x1,16.0,16.0,16.0,16.0,16.0,16.0,1508732599.0,53692.0
1787909502.620688,2026-08-28T09:31:42+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,1512920464.0,53847.0
1787909507.6401558,2026-08-28T09:31:47+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,1517415380.0,54002.0
1787909512.659755,2026-08-28T09:31:52+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,1521707633.0,54157.0
1787909517.677469,2026-08-28T09:31:57+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,1525918442.0,54312.0
1787909522.698682,2026-08-28T09:32:02+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,1530805939.0,54467.0
1787909527.7167501,2026-08-28T09:32:07+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,1535323942.0,54622.0
1787909532.734866,2026-08-28T09:32:12+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,1539514622.0,54777.0
1787909537.757712,2026-08-28T09:32:17+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1544586066.0,54932.0
1787909542.781982,2026-08-28T09:32:22+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,1547782538.0,55087.0
1787909547.801624,2026-08-28T09:32:27+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1552904021.0,55242.0
1787909552.826133,2026-08-28T09:32:32+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,1557193887.0,55397.0
1787909557.839665,2026-08-28T09:32:37+00:00,http_log_35m_x1,15.0,15.0,15.0,15.0,15.0,15.0,1561552081.0,55552.0
1787909562.8606431,2026-08-28T09:32:42+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,1565692598.0,55707.0
1787909567.8763452,2026-08-28T09:32:47+00:00,http_log_35m_x1,15.0,15.0,15.0,15.0,15.0,15.0,1570489773.0,55862.0
1787909572.898031,2026-08-28T09:32:52+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1574109340.0,56017.0
1787909577.922613,2026-08-28T09:32:58+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1579132835.0,56172.0
1787909582.939448,2026-08-28T09:33:02+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1583131698.0,56327.0
1787909587.958142,2026-08-28T09:33:08+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,1586877471.0,56482.0
1787909592.977074,2026-08-28T09:33:13+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1592648843.0,56668.0
1787909597.997427,2026-08-28T09:33:18+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,1596746850.0,56823.0
1787909603.018493,2026-08-28T09:33:23+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,1601581043.0,56978.0
1787909608.039642,2026-08-28T09:33:28+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,1605267535.0,57133.0
1787909613.06338,2026-08-28T09:33:33+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,1610134485.0,57288.0
1787909618.085972,2026-08-28T09:33:38+00:00,http_log_35m_x1,15.0,15.0,15.0,15.0,15.0,15.0,1614722002.0,57443.0
1787909623.107687,2026-08-28T09:33:43+00:00,http_log_35m_x1,11.0,11.0,11.0,11.0,11.0,11.0,1618843532.0,57598.0
1787909628.126273,2026-08-28T09:33:48+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1623110207.0,57753.0
1787909633.145401,2026-08-28T09:33:53+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,1627873734.0,57908.0
1787909638.17024,2026-08-28T09:33:58+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,1632004421.0,58063.0
1787909643.190141,2026-08-28T09:34:03+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1636534235.0,58218.0
1787909648.210834,2026-08-28T09:34:08+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1640905895.0,58373.0
1787909653.2322822,2026-08-28T09:34:13+00:00,http_log_35m_x1,15.0,15.0,15.0,15.0,15.0,15.0,1645998520.0,58528.0
1787909658.2530591,2026-08-28T09:34:18+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1649658872.0,58683.0
1787909663.27708,2026-08-28T09:34:23+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,1653540214.0,58838.0
1787909668.294773,2026-08-28T09:34:28+00:00,http_log_35m_x1,12.0,12.0,12.0,12.0,12.0,12.0,1658164193.0,58993.0
1787909673.3201091,2026-08-28T09:34:33+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,1662680574.0,59148.0
1787909678.34556,2026-08-28T09:34:38+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1668037967.0,59303.0
1787909683.369896,2026-08-28T09:34:43+00:00,http_log_35m_x1,15.0,15.0,15.0,15.0,15.0,15.0,1671771845.0,59458.0
1787909688.3934479,2026-08-28T09:34:48+00:00,http_log_35m_x1,16.0,16.0,16.0,16.0,16.0,16.0,1676782965.0,59613.0
1787909693.410645,2026-08-28T09:34:53+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,1680234373.0,59768.0
1787909698.430808,2026-08-28T09:34:58+00:00,http_log_35m_x1,14.0,14.0,14.0,14.0,14.0,14.0,1684811453.0,59923.0
1787909703.452291,2026-08-28T09:35:03+00:00,http_log_35m_x1,15.0,15.0,15.0,15.0,15.0,15.0,1689378114.0,60078.0
1787909708.477667,2026-08-28T09:35:08+00:00,http_log_35m_x1,16.0,16.0,16.0,16.0,16.0,16.0,1693940084.0,60233.0
1787909713.5073972,2026-08-28T09:35:13+00:00,http_log_35m_x1,13.0,13.0,13.0,13.0,13.0,13.0,1697278856.0,60388.0
