epoch,utc_time,stage,base_compaction_bps,base_compaction_cost_ms,base_compaction_bytes,cumulative_compaction_bytes,base_compaction_deltas,cumulative_compaction_deltas,compaction_mem_bytes,cumulative_compaction_bps,cumulative_compaction_cost_ms,running_base,running_cumulative,wait_base,wait_cumulative,tablet_base_max_score,tablet_cumulative_max_score,process_mem_bytes,disk_read_bytes,disk_write_bytes,disk_io_time_ms,disk_avail_bytes,disk_data_used_bytes,max_disk_io_util_percent,rowset_count,cpu_idle,cpu_iowait,cpu_user,cpu_system,cpu_nice,cpu_irq,cpu_soft_irq,cpu_steal
1787907765.486208,2026-08-28T09:02:45+00:00,http_log_35m_x1,3059271.0,54470.0,3421224868.0,2293090269.0,370.0,2283.0,0.0,871610.0,2374.0,0.0,0.0,0.0,0.0,9.0,26.0,402219200.0,2695084544.0,12603707392.0,51106.0,37658304512.0,1835276797.0,0.0,2948.0,6536814.0,5019.0,365245.0,33072.0,0.0,0.0,4041.0,0.0
1787907766.497579,2026-08-28T09:02:46+00:00,http_log_35m_x1,3059271.0,54470.0,3421224868.0,2293090269.0,370.0,2283.0,0.0,871610.0,2374.0,0.0,0.0,0.0,0.0,9.0,26.0,402219200.0,2695084544.0,12603707392.0,51106.0,37658304512.0,1835276797.0,0.0,2948.0,6536814.0,5019.0,365245.0,33072.0,0.0,0.0,4041.0,0.0
1787907767.498375,2026-08-28T09:02:47+00:00,http_log_35m_x1,3059271.0,54470.0,3421224868.0,2293090269.0,370.0,2283.0,0.0,871610.0,2374.0,1.0,0.0,0.0,0.0,26.0,26.0,402219200.0,2695084544.0,12603707392.0,51106.0,37658304512.0,1835276797.0,0.0,2948.0,6536814.0,5019.0,365245.0,33072.0,0.0,0.0,4041.0,0.0
1787907768.498467,2026-08-28T09:02:48+00:00,http_log_35m_x1,552169.0,1130.0,3422400990.0,2293090269.0,373.0,2283.0,0.0,871610.0,2374.0,0.0,0.0,0.0,0.0,26.0,26.0,402219200.0,2695084544.0,12603707392.0,51106.0,37658304512.0,1835276797.0,0.0,2948.0,6536814.0,5019.0,365245.0,33072.0,0.0,0.0,4041.0,0.0
1787907769.498543,2026-08-28T09:02:49+00:00,http_log_35m_x1,552169.0,1130.0,3422400990.0,2293090269.0,373.0,2283.0,0.0,871610.0,2374.0,0.0,0.0,0.0,0.0,26.0,26.0,403482344.0,2695088640.0,12610502656.0,51141.0,37658304512.0,1835276797.0,0.0,2953.0,6548452.0,5023.0,365561.0,33113.0,0.0,0.0,4049.0,0.0
1787907770.49966,2026-08-28T09:02:50+00:00,http_log_35m_x1,552169.0,1130.0,3422400990.0,2293090269.0,373.0,2283.0,0.0,871610.0,2374.0,0.0,0.0,0.0,0.0,26.0,26.0,403482344.0,2695088640.0,12610502656.0,51141.0,37658304512.0,1835276797.0,0.0,2953.0,6548452.0,5023.0,365561.0,33113.0,0.0,0.0,4049.0,0.0
1787907771.500583,2026-08-28T09:02:51+00:00,http_log_35m_x1,552169.0,1130.0,3422400990.0,2293090269.0,373.0,2283.0,0.0,871610.0,2374.0,1.0,0.0,0.0,0.0,16.0,26.0,403482344.0,2695088640.0,12610502656.0,51141.0,37658304512.0,1835276797.0,0.0,2953.0,6548452.0,5023.0,365561.0,33113.0,0.0,0.0,4049.0,0.0
1787907772.501042,2026-08-28T09:02:52+00:00,http_log_35m_x1,552169.0,1130.0,3422400990.0,2293090269.0,373.0,2283.0,0.0,871610.0,2374.0,1.0,0.0,0.0,0.0,16.0,26.0,403482344.0,2695088640.0,12610502656.0,51141.0,37658304512.0,1835276797.0,0.0,2953.0,6548452.0,5023.0,365561.0,33113.0,0.0,0.0,4049.0,0.0
1787907773.5026839,2026-08-28T09:02:53+00:00,http_log_35m_x1,1082847.0,2259.0,3425929991.0,2293090269.0,378.0,2283.0,0.0,871610.0,2374.0,0.0,0.0,0.0,0.0,16.0,26.0,403482344.0,2695088640.0,12610502656.0,51141.0,37658304512.0,1835276797.0,0.0,2953.0,6548452.0,5023.0,365561.0,33113.0,0.0,0.0,4049.0,0.0
1787907774.502794,2026-08-28T09:02:54+00:00,http_log_35m_x1,1082847.0,2259.0,3425929991.0,2293090269.0,378.0,2283.0,0.0,871610.0,2374.0,0.0,0.0,0.0,0.0,16.0,26.0,403482344.0,2695088640.0,12610502656.0,51141.0,37658304512.0,1835276797.0,0.0,2953.0,6548452.0,5023.0,365561.0,33113.0,0.0,0.0,4049.0,0.0
