batch,logical_second,utc_time,label,payload_bytes,rows,latency_ms,status,loaded_rows,loaded_bytes,load_time_ms
33,33,2026-08-28T09:03:18+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00033,526858,31,455.961,Success,31,526858,456
34,34,2026-08-28T09:03:19+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00034,527207,31,473.631,Success,31,527207,473
35,35,2026-08-28T09:03:20+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00035,526577,31,364.775,Success,31,526577,362
36,36,2026-08-28T09:03:21+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00036,526169,31,328.721,Success,31,526169,326
37,37,2026-08-28T09:03:22+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00037,526295,31,416.339,Success,31,526295,414
38,38,2026-08-28T09:03:23+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00038,525925,31,371.047,Success,31,525925,367
39,39,2026-08-28T09:03:24+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00039,526825,31,424.493,Success,31,526825,420
40,40,2026-08-28T09:03:25+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00040,526997,31,443.095,Success,31,526997,437
41,41,2026-08-28T09:03:26+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00041,527174,31,461.987,Success,31,527174,464
42,42,2026-08-28T09:03:27+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00042,527570,31,427.254,Success,31,527570,427
43,43,2026-08-28T09:03:29+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00043,526601,31,512.702,Success,31,526601,513
44,44,2026-08-28T09:03:29+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00044,525107,31,470.212,Success,31,525107,469
45,45,2026-08-28T09:03:30+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00045,527173,31,430.182,Success,31,527173,429
46,46,2026-08-28T09:03:31+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00046,527551,31,438.012,Success,31,527551,435
47,47,2026-08-28T09:03:32+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00047,526309,31,355.74,Success,31,526309,352
48,48,2026-08-28T09:03:34+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00048,526452,31,564.49,Success,31,526452,561
49,49,2026-08-28T09:03:34+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00049,525562,31,456.679,Success,31,525562,453
50,50,2026-08-28T09:03:35+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00050,526777,31,470.582,Success,31,526777,464
51,51,2026-08-28T09:03:36+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00051,526168,31,333.27,Success,31,526168,330
52,52,2026-08-28T09:03:37+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00052,526458,31,407.637,Success,31,526458,405
53,53,2026-08-28T09:03:39+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00053,527476,31,675.588,Success,31,527476,627
54,54,2026-08-28T09:03:39+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00054,526386,31,382.55,Success,31,526386,377
55,55,2026-08-28T09:03:40+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00055,526353,31,385.324,Success,31,526353,381
56,56,2026-08-28T09:03:41+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00056,527644,31,325.531,Success,31,527644,321
57,57,2026-08-28T09:03:42+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00057,525922,31,387.817,Success,31,525922,383
58,58,2026-08-28T09:03:43+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00058,526925,31,434.184,Success,31,526925,430
59,59,2026-08-28T09:03:44+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00059,525628,31,487.049,Success,31,525628,482
60,60,2026-08-28T09:03:45+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00060,527219,31,439.56,Success,31,527219,434
61,61,2026-08-28T09:03:46+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00061,526902,31,367.198,Success,31,526902,362
62,62,2026-08-28T09:03:47+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00062,527856,31,335.747,Success,31,527856,330
63,63,2026-08-28T09:03:48+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00063,526526,31,456.478,Success,31,526526,452
64,64,2026-08-28T09:03:50+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00064,527155,31,505.015,Success,31,527155,500
65,65,2026-08-28T09:03:50+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00065,527511,31,501.624,Success,31,527511,495
66,66,2026-08-28T09:03:51+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00066,526749,31,434.945,Success,31,526749,429
67,67,2026-08-28T09:03:52+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00067,527378,31,449.327,Success,31,527378,443
68,68,2026-08-28T09:03:53+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00068,527087,31,489.431,Success,31,527087,483
69,69,2026-08-28T09:03:54+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00069,527044,31,488.05,Success,31,527044,482
70,70,2026-08-28T09:03:55+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00070,526414,31,474.92,Success,31,526414,469
71,71,2026-08-28T09:03:56+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00071,525422,31,475.247,Success,31,525422,470
72,72,2026-08-28T09:03:58+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00072,527556,31,530.982,Success,31,527556,525
73,73,2026-08-28T09:03:59+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00073,526758,31,514.522,Success,31,526758,508
74,74,2026-08-28T09:04:00+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00074,527387,31,506.011,Success,31,527387,500
75,75,2026-08-28T09:04:00+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00075,526527,31,476.576,Success,31,526527,470
76,76,2026-08-28T09:04:01+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00076,526841,31,457.904,Success,31,526841,451
77,77,2026-08-28T09:04:02+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00077,526211,31,433.036,Success,31,526211,427
78,78,2026-08-28T09:04:04+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00078,525601,31,505.967,Success,31,525601,500
79,79,2026-08-28T09:04:04+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00079,526461,31,395.198,Success,31,526461,389
80,80,2026-08-28T09:04:05+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00080,526908,31,489.468,Success,31,526908,483
81,81,2026-08-28T09:04:06+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00081,526331,31,389.67,Success,31,526331,383
82,82,2026-08-28T09:04:07+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00082,526262,31,402.775,Success,31,526262,397
83,83,2026-08-28T09:04:08+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00083,525975,31,329.33,Success,31,525975,324
84,84,2026-08-28T09:04:09+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00084,526078,31,389.749,Success,31,526078,385
85,85,2026-08-28T09:04:10+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00085,526829,31,428.744,Success,31,526829,423
86,86,2026-08-28T09:04:11+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00086,526147,31,449.862,Success,31,526147,445
87,87,2026-08-28T09:04:12+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00087,526087,31,468.256,Success,31,526087,463
88,88,2026-08-28T09:04:13+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00088,525364,31,394.845,Success,31,525364,389
89,89,2026-08-28T09:04:14+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00089,526207,31,408.09,Success,31,526207,403
90,90,2026-08-28T09:04:15+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00090,526381,31,448.287,Success,31,526381,442
91,91,2026-08-28T09:04:16+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00091,526178,31,369.828,Success,31,526178,370
92,92,2026-08-28T09:04:17+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00092,527203,31,364.479,Success,31,527203,363
93,93,2026-08-28T09:04:18+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00093,525914,31,345.237,Success,31,525914,344
94,94,2026-08-28T09:04:19+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00094,526201,31,418.29,Success,31,526201,417
95,95,2026-08-28T09:04:20+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00095,526230,31,492.709,Success,31,526230,491
96,96,2026-08-28T09:04:21+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00096,525732,31,416.122,Success,31,525732,413
97,97,2026-08-28T09:04:22+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00097,525862,31,353.271,Success,31,525862,350
98,98,2026-08-28T09:04:23+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00098,526305,31,434.846,Success,31,526305,432
99,99,2026-08-28T09:04:24+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00099,525964,31,405.037,Success,31,525964,401
100,100,2026-08-28T09:04:25+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00100,526722,31,421.664,Success,31,526722,415
101,101,2026-08-28T09:04:26+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00101,526269,31,388.999,Success,31,526269,389
102,102,2026-08-28T09:04:27+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00102,526889,31,392.528,Success,31,526889,392
103,103,2026-08-28T09:04:28+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00103,526848,31,494.787,Success,31,526848,493
104,104,2026-08-28T09:04:29+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00104,527309,31,450.358,Success,31,527309,448
105,105,2026-08-28T09:04:30+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00105,527753,31,415.668,Success,31,527753,412
106,106,2026-08-28T09:04:31+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00106,526948,31,403.904,Success,31,526948,401
107,107,2026-08-28T09:04:32+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00107,526199,31,441.866,Success,31,526199,439
108,108,2026-08-28T09:04:33+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00108,527845,31,410.469,Success,31,527845,407
109,109,2026-08-28T09:04:34+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00109,526753,31,457.484,Success,31,526753,454
110,110,2026-08-28T09:04:35+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00110,526229,31,439.253,Success,31,526229,435
111,111,2026-08-28T09:04:36+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00111,526831,31,430.198,Success,31,526831,426
112,112,2026-08-28T09:04:38+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00112,526171,31,533.394,Success,31,526171,529
113,113,2026-08-28T09:04:38+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00113,526651,31,500.24,Success,31,526651,495
114,114,2026-08-28T09:04:39+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00114,526367,31,401.902,Success,31,526367,397
115,115,2026-08-28T09:04:40+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00115,527006,31,371.297,Success,31,527006,366
116,116,2026-08-28T09:04:41+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00116,526844,31,391.026,Success,31,526844,385
117,117,2026-08-28T09:04:42+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00117,526828,31,448.56,Success,31,526828,443
118,118,2026-08-28T09:04:43+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00118,526219,31,377.087,Success,31,526219,372
119,119,2026-08-28T09:04:44+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00119,526381,31,352.628,Success,31,526381,347
120,120,2026-08-28T09:04:45+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00120,526411,31,398.204,Success,31,526411,392
121,121,2026-08-28T09:04:46+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00121,527322,31,380.888,Success,31,527322,380
122,122,2026-08-28T09:04:47+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00122,526578,31,390.904,Success,31,526578,390
123,123,2026-08-28T09:04:48+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00123,526365,31,354.529,Success,31,526365,352
124,124,2026-08-28T09:04:49+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00124,526812,31,416.571,Success,31,526812,414
125,125,2026-08-28T09:04:50+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00125,526135,31,412.222,Success,31,526135,410
126,126,2026-08-28T09:04:51+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00126,526826,31,335.986,Success,31,526826,332
127,127,2026-08-28T09:04:52+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00127,526824,31,311.193,Success,31,526824,307
128,128,2026-08-28T09:04:53+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00128,526993,31,313.314,Success,31,526993,309
129,129,2026-08-28T09:04:54+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00129,527032,31,470.505,Success,31,527032,466
130,130,2026-08-28T09:04:55+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00130,526371,31,470.719,Success,31,526371,467
131,131,2026-08-28T09:04:56+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00131,526883,31,307.931,Success,31,526883,303
132,132,2026-08-28T09:04:57+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00132,526721,31,349.579,Success,31,526721,345
133,133,2026-08-28T09:04:58+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00133,525622,31,439.866,Success,31,525622,435
134,134,2026-08-28T09:04:59+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00134,526302,31,392.902,Success,31,526302,388
135,135,2026-08-28T09:05:00+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00135,525492,31,380.651,Success,31,525492,375
136,136,2026-08-28T09:05:01+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00136,525758,31,342.546,Success,31,525758,338
137,137,2026-08-28T09:05:02+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00137,526041,31,392.198,Success,31,526041,387
138,138,2026-08-28T09:05:03+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00138,527090,31,384.351,Success,31,527090,379
139,139,2026-08-28T09:05:04+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00139,526924,31,368.364,Success,31,526924,363
140,140,2026-08-28T09:05:05+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00140,526824,31,486.019,Success,31,526824,459
141,141,2026-08-28T09:05:06+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00141,526880,31,304.883,Success,31,526880,302
142,142,2026-08-28T09:05:08+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00142,527266,31,538.887,Success,31,527266,535
143,143,2026-08-28T09:05:08+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00143,526723,31,494.609,Success,31,526723,493
144,144,2026-08-28T09:05:09+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00144,526633,31,354.023,Success,31,526633,350
145,145,2026-08-28T09:05:10+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00145,527133,31,379.501,Success,31,527133,376
146,146,2026-08-28T09:05:11+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00146,526872,31,396.231,Success,31,526872,391
147,147,2026-08-28T09:05:12+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00147,527550,31,456.178,Success,31,527550,452
148,148,2026-08-28T09:05:13+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00148,526139,31,318.687,Success,31,526139,313
149,149,2026-08-28T09:05:14+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00149,527374,31,334.699,Success,31,527374,330
150,150,2026-08-28T09:05:15+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00150,526837,31,431.03,Success,31,526837,426
151,151,2026-08-28T09:05:16+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00151,527131,31,418.5,Success,31,527131,413
152,152,2026-08-28T09:05:17+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00152,526065,31,371.667,Success,31,526065,366
153,153,2026-08-28T09:05:18+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00153,526939,31,399.432,Success,31,526939,393
154,154,2026-08-28T09:05:19+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00154,526754,31,476.985,Success,31,526754,471
155,155,2026-08-28T09:05:20+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00155,527038,31,484.413,Success,31,527038,479
156,156,2026-08-28T09:05:22+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00156,526161,31,559.307,Success,31,526161,553
157,157,2026-08-28T09:05:23+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00157,526649,31,536.738,Success,31,526649,531
158,158,2026-08-28T09:05:23+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00158,527005,31,451.565,Success,31,527005,446
159,159,2026-08-28T09:05:24+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00159,527032,31,449.221,Success,31,527032,443
160,160,2026-08-28T09:05:25+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00160,526278,31,462.196,Success,31,526278,456
161,161,2026-08-28T09:05:26+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00161,527162,31,365.974,Success,31,527162,360
162,162,2026-08-28T09:05:27+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00162,526995,31,454.182,Success,31,526995,448
163,163,2026-08-28T09:05:29+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00163,527090,31,584.765,Success,31,527090,579
164,164,2026-08-28T09:05:29+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00164,526929,31,433.306,Success,31,526929,426
165,165,2026-08-28T09:05:30+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00165,526678,31,338.993,Success,31,526678,332
166,166,2026-08-28T09:05:31+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00166,526253,31,478.835,Success,31,526253,472
167,167,2026-08-28T09:05:32+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00167,527175,31,458.658,Success,31,527175,452
168,168,2026-08-28T09:05:33+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00168,527738,31,461.855,Success,31,527738,455
169,169,2026-08-28T09:05:35+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00169,526589,31,525.045,Success,31,526589,518
170,170,2026-08-28T09:05:35+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00170,526105,31,394.637,Success,31,526105,388
171,171,2026-08-28T09:05:36+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00171,526679,31,452.91,Success,31,526679,446
172,172,2026-08-28T09:05:37+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00172,526032,31,443.386,Success,31,526032,438
173,173,2026-08-28T09:05:38+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00173,526534,31,481.882,Success,31,526534,477
174,174,2026-08-28T09:05:40+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00174,526564,31,509.335,Success,31,526564,503
175,175,2026-08-28T09:05:40+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00175,525573,31,459.342,Success,31,525573,452
176,176,2026-08-28T09:05:41+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00176,526748,31,379.881,Success,31,526748,374
177,177,2026-08-28T09:05:42+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00177,527045,31,414.878,Success,31,527045,409
178,178,2026-08-28T09:05:44+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00178,526941,31,544.78,Success,31,526941,539
179,179,2026-08-28T09:05:44+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00179,526320,31,458.329,Success,31,526320,452
180,180,2026-08-28T09:05:46+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00180,526548,31,531.203,Success,31,526548,523
181,181,2026-08-28T09:05:46+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00181,526103,31,364.461,Success,31,526103,364
182,182,2026-08-28T09:05:47+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00182,524581,31,450.853,Success,31,524581,451
183,183,2026-08-28T09:05:48+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00183,526540,31,504.318,Success,31,526540,503
184,184,2026-08-28T09:05:49+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00184,527588,31,474.915,Success,31,527588,474
185,185,2026-08-28T09:05:50+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00185,526811,31,424.855,Success,31,526811,423
186,186,2026-08-28T09:05:51+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00186,526700,31,422.308,Success,31,526700,419
187,187,2026-08-28T09:05:52+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00187,526293,31,450.064,Success,31,526293,447
188,188,2026-08-28T09:05:53+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00188,526002,31,478.674,Success,31,526002,475
189,189,2026-08-28T09:05:54+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00189,526706,31,452.787,Success,31,526706,448
190,190,2026-08-28T09:05:55+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00190,526131,31,435.648,Success,31,526131,432
191,191,2026-08-28T09:05:56+00:00,zc_cmp_full_zstd_single_bucket_20260828_35m_x1_00191,527255,31,439.334,Success,31,527255,434
