epoch,utc_time,stage,total_versions,max_versions,total_rowsets,max_rowsets,total_segments,max_segments,data_size,num_rows
1787898497.297413,2026-08-28T06:28:17+00:00,http_log_5m_x7,7.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0
