epoch,utc_time,stage,base_compaction_bps,base_compaction_cost_ms,base_compaction_bytes,cumulative_compaction_bytes,base_compaction_deltas,cumulative_compaction_deltas,compaction_mem_bytes,cumulative_compaction_bps,cumulative_compaction_cost_ms,running_base,running_cumulative,wait_base,wait_cumulative,tablet_base_max_score,tablet_cumulative_max_score,process_mem_bytes,disk_read_bytes,disk_write_bytes,disk_io_time_ms,disk_avail_bytes,disk_data_used_bytes,max_disk_io_util_percent,rowset_count,cpu_idle,cpu_iowait,cpu_user,cpu_system,cpu_nice,cpu_irq,cpu_soft_irq,cpu_steal
1787898495.178506,2026-08-28T06:28:15+00:00,baseline,108460.0,14.0,342114232.0,101596510.0,17797.0,13630.0,0.0,31842.0,10.0,0.0,0.0,0.0,0.0,13.0,22.0,2569180544.0,7824571392.0,46160953344.0,867716.0,8134397952.0,222870207.0,0.0,107660.0,398839523.0,84960.0,4897972.0,1743388.0,0.0,0.0,84925.0,0.0
1787898496.183567,2026-08-28T06:28:16+00:00,baseline,108460.0,14.0,342114232.0,101596510.0,17797.0,13630.0,0.0,31842.0,10.0,0.0,0.0,0.0,0.0,13.0,22.0,2569180544.0,7824571392.0,46160953344.0,867716.0,8134397952.0,222870207.0,0.0,107660.0,398839523.0,84960.0,4897972.0,1743388.0,0.0,0.0,84925.0,0.0
